name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
org.apache.tools.ant.taskdefs.condition.And,2,3,0,2,6,1,0,2,2,0,12,0,0,0.92,1,1,1,5.5,3,1.5
org.apache.tools.ant.taskdefs.condition.Condition,1,0,16,18,1,0,18,0,1,0,3,0,0,0,1,0,0,1,1,1
org.apache.tools.ant.taskdefs.condition.ConditionBase,20,2,5,6,23,0,5,1,18,0.052631579,60,1,0,0.166666667,0.102777778,0,0,2.9,1,0.95
org.apache.tools.ant.taskdefs.condition.Contains,5,1,0,2,8,4,0,2,5,0.75,22,1,0,0,0.533333333,0,0,3.8,4,1.4
org.apache.tools.ant.taskdefs.condition.Equals,6,1,0,2,10,7,0,2,6,0.8,28,1,0,0,0.555555556,0,0,4,5,1.5
org.apache.tools.ant.taskdefs.condition.FilesMatch,4,1,0,3,8,2,0,3,4,0.777777778,25,1,1,0,0.75,0,0,5.5,4,1.5
org.apache.tools.ant.taskdefs.condition.Http,4,2,0,4,10,2,0,4,4,0.666666667,38,1,0,0.5,0.5,1,1,8.75,7,2.25
org.apache.tools.ant.taskdefs.condition.IsFalse,3,2,0,3,5,1,0,3,3,0.5,12,1,0,0.571428571,0.666666667,0,0,3.333333333,2,1.3333
org.apache.tools.ant.taskdefs.condition.IsReference,4,2,0,5,13,2,0,5,4,0.666666667,33,1,1,0.5,0.5,2,2,7.5,6,2
org.apache.tools.ant.taskdefs.condition.IsSet,3,2,0,4,6,1,0,4,3,0.5,13,1,0,0.571428571,0.666666667,1,1,3.666666667,2,1
org.apache.tools.ant.taskdefs.condition.IsTrue,3,2,0,3,5,1,0,3,3,0.5,12,1,0,0.571428571,0.666666667,0,0,3.333333333,2,1.3333
org.apache.tools.ant.taskdefs.condition.Not,2,3,0,3,7,1,0,3,2,0,12,0,0,0.92,1,1,2,5.5,3,1.5
org.apache.tools.ant.taskdefs.condition.Or,2,3,0,2,6,1,0,2,2,0,12,0,0,0.92,1,1,1,5.5,3,1.5
org.apache.tools.ant.taskdefs.condition.Os,12,1,0,10,17,58,8,2,12,0.954545455,104,1,0,0,0.916666667,0,0,7.5,32,3.4167
org.apache.tools.ant.taskdefs.condition.Socket,4,2,0,4,8,2,0,4,4,0.666666667,35,1,0,0.5,0.5,1,1,8,6,2
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,9,1,0,4,12,20,3,1,4,0.8125,36,1,0,0,0.518518519,0,0,3.333333333,1,0.8889
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,11,1,0,4,28,1,3,1,1,0.807142857,126,1,0,0,0.818181818,0,0,9.636363636,6,2.2727
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,15,3,0,14,74,75,0,14,10,0.887755102,175,1,0,0.651162791,0.233333333,2,4,11.13333333,9,2.6667
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,3,1,0,3,17,3,1,2,1,1,48,1,0,0,0.583333333,0,0,12.66666667,3,1.6667
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,12,4,0,6,55,18,0,6,8,0.874125874,216,0.538461538,1,0.844155844,0.305555556,2,7,16.83333333,12,3.75
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,7,1,0,1,10,7,1,0,7,0.666666667,43,0,0,0,0.714285714,0,0,5.428571429,7,1.4286
org.apache.tools.ant.taskdefs.cvslib.CvsUser,6,1,0,2,7,3,1,1,3,0.6,27,1,0,0,0.666666667,0,0,4,3,1.1667
org.apache.tools.ant.taskdefs.cvslib.RCSFile,5,1,0,2,6,4,2,0,0,0.75,26,1,0,0,0.7,0,0,4.2,1,0.6
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,2,3,0,4,4,0,1,3,1,0,11,1,1,0.888888889,0.666666667,0,0,3.5,1,0.5
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,3,2,0,5,12,3,1,4,1,0,25,0,0,0.833333333,0.666666667,1,4,7.333333333,2,1.3333
org.apache.tools.ant.taskdefs.email.EmailAddress,8,1,0,4,11,6,4,0,7,0.571428571,101,1,0,0,0.541666667,0,0,12.125,13,2.375
org.apache.tools.ant.taskdefs.email.EmailTask,30,3,1,12,82,359,1,11,30,0.95802099,275,0.826086957,2,0.482758621,0.207407407,2,8,8.166666667,39,2.5333
org.apache.tools.ant.taskdefs.email.Mailer,18,1,1,7,19,153,3,4,17,1,67,1,3,0,0.229166667,0,0,2.833333333,1,0.9444
org.apache.tools.ant.taskdefs.email.Message,11,2,0,6,24,37,4,2,11,0.86,58,1,0,0.333333333,0.409090909,1,1,4.636363636,4,1
org.apache.tools.ant.taskdefs.email.PlainMailer,3,2,1,7,36,3,2,5,1,0,75,0,0,0.842105263,0.555555556,2,2,24.66666667,9,5
org.apache.tools.ant.taskdefs.email.UUMailer,2,3,0,2,9,1,0,2,0,0,18,0,0,0.894736842,0.666666667,0,0,8.5,3,1.5
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,12,1,3,12,49,44,3,9,5,0.878787879,210,1,2,0,0.3125,0,0,9.833333333,14,2.4167
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,2,2,0,8,15,1,1,7,2,0,27,0,0,0.846153846,1,1,2,13,4,2
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,0,1,3,4,6,3,0,4,0,6,0,0,0,0.625,0,0,1,1,1
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,3,1,0,6,10,3,1,5,1,0,31,0,0,0,0.666666667,0,0,9.666666667,4,2.6667
org.apache.tools.ant.taskdefs.rmic.SunRmic,2,2,0,9,18,1,1,8,2,0,39,0,0,0.846153846,1,1,2,19,5,2.5
org.apache.tools.ant.taskdefs.rmic.WLRmic,4,2,0,11,19,6,1,10,4,0,43,0,0,0.692307692,1,1,2,10.5,6,2
org.apache.tools.ant.types.AbstractFileSet,50,3,2,34,121,967,24,10,47,0.895043732,356,1,1,0.261538462,0.066153846,3,60,6.92,6,2.02
org.apache.tools.ant.types.AntFilterReader,10,3,0,8,26,21,1,7,10,0.740740741,71,1,1,0.62962963,0.3,2,10,6.5,7,2
org.apache.tools.ant.types.Assertions,12,3,0,7,33,16,2,6,8,0.545454545,126,1,0,0.586206897,0.208333333,3,9,6.583333333,4,1.8333
org.apache.tools.ant.types.Commandline,27,1,0,26,62,295,24,2,26,0.871794872,279,1,0,0,0.24691358,1,1,8.37037037,17,2.4074
org.apache.tools.ant.types.CommandlineJava,35,1,0,9,73,387,2,8,31,0.875816993,292,1,5,0,0.167857143,1,1,5.657142857,7,1.7143
org.apache.tools.ant.types.DTDLocation,1,2,0,1,1,0,0,1,1,0,2,0,0,0.857142857,1,0,0,1,0,0
org.apache.tools.ant.types.DataType,15,2,15,24,25,69,20,4,5,0.785714286,82,1,1,0.210526316,0.20952381,2,2,5.2,5,1.4667
org.apache.tools.ant.types.Description,5,3,0,8,22,10,1,8,3,0,55,0,0,0.782608696,0.52,1,1,10.8,6,2.8
org.apache.tools.ant.types.DirSet,3,4,0,7,9,3,3,4,2,0,15,0,0,0.984615385,1,3,4,4.333333333,2,0.6667
org.apache.tools.ant.types.EnumeratedAttribute,8,1,0,23,10,24,22,1,7,0.857142857,39,1,0,0,0.6875,0,0,4.375,5,1.5
org.apache.tools.ant.types.Environment,3,1,0,4,8,0,4,0,3,0,52,1,0,0,0.666666667,0,0,5.333333333,3,1.3333
org.apache.tools.ant.types.FileList,8,3,0,11,29,2,6,5,6,0.5,69,1,0,0.739130435,0.35,2,13,8.125,5,2.375
org.apache.tools.ant.types.FileSet,3,4,1,17,9,3,13,4,2,0,15,0,0,0.984615385,1,3,4,4.333333333,2,0.6667
org.apache.tools.ant.types.FilterChain,25,3,0,7,33,0,2,5,25,0.041666667,93,1,0,0.404761905,0.08,2,3,3.6,3,1.04
org.apache.tools.ant.types.FilterSet,19,3,0,9,67,137,6,4,15,0.96031746,258,0.714285714,0,0.514285714,0.355263158,3,26,11.57894737,9,2.9474
org.apache.tools.ant.types.FilterSetCollection,5,1,0,6,11,4,5,1,5,0.5,28,1,0,0,0.533333333,0,0,5,3,1.2
org.apache.tools.ant.types.FlexInteger,3,1,0,0,6,0,0,0,3,0,12,1,0,0,0.666666667,0,0,3,1,0.6667
org.apache.tools.ant.types.Mapper,11,3,0,15,38,33,7,8,10,0.82,145,1,1,0.62962963,0.287878788,2,24,10.09090909,12,3.1818
org.apache.tools.ant.types.Parameter,7,1,0,23,7,15,23,0,7,0.833333333,23,1,0,0,0.714285714,0,0,2.714285714,1,0.8571
org.apache.tools.ant.types.Parameterizable,1,0,3,5,1,0,5,0,1,0,3,0,0,0,1,0,0,1,1,1
org.apache.tools.ant.types.Path,29,3,0,42,99,274,32,11,24,0.803571429,409,0.5,0,0.372093023,0.133004926,3,38,13.51724138,15,3.2759
org.apache.tools.ant.types.PatternSet,22,3,0,11,64,155,6,5,16,0.785714286,295,1,0,0.447368421,0.295454545,3,31,11.04545455,9,3.3636
org.apache.tools.ant.types.Permissions,7,1,0,3,23,15,2,1,6,0.888888889,170,1,0,0,0.476190476,0,0,8.571428571,5,1.2857
org.apache.tools.ant.types.PropertySet,17,3,0,15,60,126,5,10,14,0.947916667,218,1,1,0.5,0.198529412,2,14,9.764705882,16,2.7059
org.apache.tools.ant.types.Reference,5,1,0,31,8,4,29,2,5,0.5,26,1,0,0,0.533333333,0,0,4.6,3,1
org.apache.tools.ant.types.RegularExpression,5,3,0,9,17,0,2,7,5,0.75,38,0.666666667,2,0.818181818,0.6,1,5,6.6,3,1.6
org.apache.tools.ant.types.Resource,14,1,0,6,18,63,6,0,14,0.826923077,61,1,0,0,0.371428571,1,1,3.928571429,3,1
org.apache.tools.ant.types.ResourceFactory,1,0,2,4,1,0,4,0,1,0,3,0,0,0,1,0,0,1,1,1
org.apache.tools.ant.types.ResourceLocation,7,1,1,3,7,15,3,0,7,0.916666667,24,1,0,0,0.476190476,0,0,2.714285714,1,0.8571
org.apache.tools.ant.types.Substitution,4,3,0,4,13,0,0,4,4,0.833333333,30,0.5,0,0.857142857,0.583333333,1,4,6.5,3,1.5
org.apache.tools.ant.types.XMLCatalog,24,3,0,12,93,250,2,10,13,0.950310559,539,0.714285714,3,0.425,0.232142857,2,48,13.54166667,12,3.1667
org.apache.tools.ant.types.ZipFileSet,19,5,0,14,42,91,4,10,16,0.866666667,160,0.8,0,0.792207792,0.347368421,4,24,7.684210526,4,1.9474
org.apache.tools.ant.types.ZipScanner,9,2,0,7,45,14,2,5,8,0.75,116,1,1,0.735294118,0.481481481,1,5,12.33333333,9,3.4444
org.apache.tools.ant.types.resolver.ApacheCatalog,4,2,0,1,6,0,1,1,3,0.333333333,34,1,1,0,0.5,0,0,8,5,1.75
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,5,2,0,4,14,4,1,4,5,0.5,45,1,1,0,0.55,0,0,7.4,4,1.4
org.apache.tools.ant.types.selectors.AndSelector,3,5,0,4,13,3,2,2,3,0,26,0,0,0.958333333,0.555555556,1,4,8,3,1.6667
org.apache.tools.ant.types.selectors.BaseExtendSelector,4,4,8,13,4,4,8,5,3,0.666666667,16,1,1,0.88,0.4375,0,0,2.75,1,0.75
org.apache.tools.ant.types.selectors.BaseSelector,6,3,5,18,7,9,15,3,6,0.6,25,1,0,0.782608696,0.5,0,0,3.666666667,3,1.3333
org.apache.tools.ant.types.selectors.BaseSelectorContainer,28,4,5,10,43,358,6,4,28,0.851851852,109,1,0,0.4375,0.079192547,2,4,3.75,4,1.1786
org.apache.tools.ant.types.selectors.ContainsRegexpSelector,6,5,0,11,27,3,2,9,6,0.85,72,0.75,2,0.814814815,0.416666667,3,5,11,8,2.6667
org.apache.tools.ant.types.selectors.ContainsSelector,8,5,0,8,28,8,2,6,8,0.87755102,105,0.428571429,0,0.75862069,0.35,2,4,12,11,3.125
org.apache.tools.ant.types.selectors.DateSelector,11,5,0,8,36,13,2,6,11,0.88,132,0.5,0,0.6875,0.215909091,2,5,10.45454545,10,2.8182
org.apache.tools.ant.types.selectors.DependSelector,3,5,0,6,10,3,2,4,3,0,28,0,0,0.928571429,0.666666667,1,1,8.666666667,4,1.6667
org.apache.tools.ant.types.selectors.DepthSelector,7,5,0,6,24,3,2,4,7,0.75,90,0,0,0.785714286,0.342857143,2,4,12,9,3.4286
org.apache.tools.ant.types.selectors.DifferentSelector,3,5,0,4,8,1,1,3,2,0.75,29,1,1,0.896551724,0.555555556,0,0,8.666666667,7,2.6667
org.apache.tools.ant.types.selectors.ExtendFileSelector,0,0,1,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
org.apache.tools.ant.types.selectors.ExtendSelector,10,4,0,13,31,19,2,11,10,0.75,96,1,2,0.7,0.266666667,3,11,9,8,2.9
org.apache.tools.ant.types.selectors.FileSelector,1,0,3,14,1,0,14,0,1,0,4,0,0,0,1,0,0,2,1,1
org.apache.tools.ant.types.selectors.FilenameSelector,8,5,0,7,21,8,2,5,8,0.833333333,70,0.5,0,0.75862069,0.35,2,4,7.75,6,2
org.apache.tools.ant.types.selectors.MajoritySelector,4,5,0,4,14,4,2,2,4,0.666666667,39,1,0,0.93877551,0.4375,1,4,9,5,2
org.apache.tools.ant.types.selectors.MappingSelector,7,4,2,10,19,11,2,8,6,0.791666667,51,1,2,0.777777778,0.428571429,2,3,6.428571429,4,1.8571
org.apache.tools.ant.types.selectors.NoneSelector,3,5,1,5,13,3,3,2,3,0,26,0,0,0.958333333,0.555555556,1,4,8,3,1.6667
org.apache.tools.ant.types.selectors.NotSelector,3,6,0,5,10,3,2,3,3,0,19,0,0,0.958333333,1,3,4,5.666666667,2,1.3333
org.apache.tools.ant.types.selectors.OrSelector,3,5,0,4,13,3,2,2,3,0,26,0,0,0.958333333,0.555555556,1,4,8,3,1.6667
org.apache.tools.ant.types.selectors.PresentSelector,7,4,0,10,23,1,2,8,7,0.625,76,1,2,0.777777778,0.392857143,3,4,9.285714286,5,2.5714
org.apache.tools.ant.types.selectors.SelectSelector,13,5,0,9,33,68,2,7,12,0.833333333,93,1,0,0.769230769,0.292307692,5,17,6.846153846,5,2.1538
org.apache.tools.ant.types.selectors.SelectorContainer,24,0,3,3,24,276,3,0,24,0,26,0,0,0,0.089285714,0,0,1,1,1
org.apache.tools.ant.types.selectors.SelectorScanner,3,0,1,2,3,3,2,0,3,0,5,0,0,0,0.666666667,0,0,1,1,1
org.apache.tools.ant.types.selectors.SelectorUtils,16,1,0,6,40,120,5,1,14,1,379,1,0,0,0.364583333,0,0,23.5,47,7.25
org.apache.tools.ant.types.selectors.SizeSelector,8,5,0,6,26,4,2,4,8,0.795918367,125,0.571428571,0,0.75862069,0.25,2,4,12.25,19,5.125
org.apache.tools.ant.types.selectors.TypeSelector,6,5,0,5,20,3,1,4,6,0.7,50,0.5,0,0.814814815,0.333333333,2,4,6.5,4,1.6667
org.apache.tools.ant.types.selectors.modifiedselector.Algorithm,2,0,2,3,2,1,3,0,2,0,4,0,0,0,0.75,0,0,1,1,1
org.apache.tools.ant.types.selectors.modifiedselector.Cache,7,0,1,2,7,21,2,0,7,0,9,0,0,0,0.642857143,0,0,1,1,1
org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm,7,1,0,3,24,9,1,2,7,0.791666667,81,1,0,0,0.476190476,0,0,10.85714286,8,2.7143
org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator,3,1,0,1,4,3,1,0,3,0,16,0,0,0,0.666666667,1,1,5,4,1.6667
org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm,4,1,0,1,12,6,0,1,4,0,24,0,0,0,0.625,0,0,5.75,3,1.25
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,18,5,0,14,69,75,2,12,17,0.860962567,225,1,2,0.564102564,0.177777778,3,6,10.94444444,20,3.1667
org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache,12,1,0,2,41,0,1,1,12,0.590909091,85,1,0,0,0.444444444,0,0,6.583333333,5,1.75
org.apache.tools.ant.util.ClasspathUtils,10,1,0,7,22,45,1,6,9,1,165,0.5,0,0,0.4125,0,0,9.5,8,2.2
org.apache.tools.ant.util.CollectionUtils,4,1,0,1,12,6,1,0,4,0,48,0,0,0,0.583333333,1,1,9.25,8,3.5
org.apache.tools.ant.util.DOMElementWriter,7,1,0,1,39,21,1,0,7,1,175,1,0,0,0.346938776,0,0,24.57142857,14,6.5714
org.apache.tools.ant.util.DateUtils,10,1,0,3,29,45,3,0,8,1.066666667,92,0.6,0,0,0.4,0,0,6.9,4,1.6
org.apache.tools.ant.util.FileNameMapper,3,0,5,20,3,3,20,0,3,0,5,0,0,0,1,0,0,1,1,1
org.apache.tools.ant.util.FileUtils,35,1,0,45,138,593,41,7,33,0.996323529,677,0.875,0,0,0.297142857,0,0,18.48571429,34,4.8286
org.apache.tools.ant.util.FlatFileNameMapper,4,1,0,2,6,6,1,1,4,0,9,0,0,0,0.875,0,0,2,1,0.75
org.apache.tools.ant.util.GlobPatternMapper,5,1,2,5,11,4,4,1,4,0.75,44,1,0,0,0.9,0,0,7.4,4,1.8
org.apache.tools.ant.util.IdentityMapper,4,1,0,5,4,6,4,1,4,0,9,0,0,0,0.875,0,0,2,1,0.75
org.apache.tools.ant.util.JAXPUtils,12,1,0,5,26,66,3,2,9,1,94,1,1,0,0.3125,0,0,7.416666667,3,1.9167
org.apache.tools.ant.util.JavaEnvUtils,10,1,0,16,16,37,16,1,7,0.991452991,161,0.615384615,1,0,0.75,0,0,12.8,5,2.9
org.apache.tools.ant.util.KeepAliveInputStream,2,3,0,1,3,1,1,0,2,0,7,0,0,0.928571429,0.75,0,0,2.5,1,0.5
org.apache.tools.ant.util.KeepAliveOutputStream,2,3,0,0,3,1,0,0,2,0,7,0,0,0.8,0.75,0,0,2.5,1,0.5
org.apache.tools.ant.util.LazyFileOutputStream,10,2,0,1,17,31,1,0,9,0.844444444,50,1,0,0.142857143,0.333333333,0,0,4.3,3,0.9
org.apache.tools.ant.util.LazyHashtable,9,3,0,0,16,36,0,0,8,1,39,1,0,0.777777778,0.666666667,1,6,4,2,1
org.apache.tools.ant.util.LineTokenizer,4,2,0,6,9,0,4,2,4,0.666666667,59,1,0,0.5,0.5,0,0,13.5,11,3.5
org.apache.tools.ant.util.LoaderUtils,7,1,0,4,16,21,3,1,6,0,32,0,0,0,0.342857143,0,0,4.428571429,3,1.2857
org.apache.tools.ant.util.MergingMapper,4,1,0,4,4,4,3,1,4,0.666666667,11,1,0,0,0.875,0,0,2.25,1,0.75
org.apache.tools.ant.util.PackageNameMapper,2,2,0,1,5,1,0,1,1,0,7,0,0,0.6,0.75,0,0,3,1,0.5
org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,18,0,0,4,4,0.583333333,47,1,1,0,0.9,0,0,8.4,5,2.4
org.apache.tools.ant.util.ResourceUtils,2,1,0,8,21,1,2,6,2,0,64,0,0,0,0.6,0,0,31.5,13,6.5
org.apache.tools.ant.util.ScriptRunner,8,1,0,1,28,14,0,1,8,0.761904762,78,1,0,0,0.375,1,1,9.25,7,2.625
org.apache.tools.ant.util.SourceFileScanner,4,1,0,13,17,0,6,7,4,0.555555556,43,1,2,0,0.5,0,0,9.5,3,1.5
org.apache.tools.ant.util.StringUtils,5,1,0,14,21,10,14,0,5,1.25,37,0,0,0,0.5,0,0,7,2,1.2
org.apache.tools.ant.util.TaskLogger,6,1,0,2,7,0,0,2,6,0,21,1,1,0,0.666666667,0,0,3,1,0.8333
org.apache.tools.ant.util.TeeOutputStream,6,2,0,1,11,0,1,0,6,0,28,1,0,0,0.458333333,1,5,4,1,0.8333
org.apache.tools.ant.util.TimeoutObserver,1,0,2,3,1,0,3,0,1,0,3,0,0,0,1,0,0,1,1,1
org.apache.tools.ant.util.Tokenizer,2,0,1,2,2,1,2,0,2,0,5,0,0,0,0.75,0,0,1.5,1,1
org.apache.tools.ant.util.UnPackageNameMapper,2,2,0,1,5,1,0,1,1,0,7,0,0,0.6,0.75,0,0,3,1,0.5
org.apache.tools.ant.util.Watchdog,7,1,0,3,20,7,2,1,6,0.722222222,46,1,0,0,0.476190476,1,2,5.857142857,5,1.5714
org.apache.tools.ant.util.WeakishReference,4,1,0,2,9,4,0,2,3,0.833333333,42,1,0,0,0.625,0,0,7.25,5,2.25
org.apache.tools.ant.util.facade.FacadeTaskHelper,9,1,0,3,17,12,2,1,9,0.75,47,1,0,0,0.518518519,0,0,4.555555556,3,1.3333
org.apache.tools.ant.util.facade.ImplementationSpecificArgument,3,3,0,3,6,1,3,0,3,0.5,16,1,0,0.833333333,0.833333333,1,1,4.333333333,3,1.3333
org.apache.tools.ant.util.regexp.Regexp,1,0,0,6,1,0,5,1,1,0,6,0,0,0,1,0,0,2,1,1
org.apache.tools.ant.util.regexp.RegexpFactory,4,2,0,6,9,6,1,5,3,0,43,0,0,0.571428571,0.5,1,2,10.25,6,2.25
org.apache.tools.ant.util.regexp.RegexpMatcher,6,0,1,9,6,15,9,0,6,1.2,12,0,0,0,0.722222222,0,0,1,1,1
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,5,1,1,6,11,10,3,3,3,0,51,0,0,0,0.533333333,0,0,9.8,6,2.2
org.apache.tools.ant.util.regexp.RegexpUtil,3,1,0,0,3,3,0,0,3,0,8,0,0,0,0.833333333,0,0,2.333333333,1,0.6667
org.apache.tools.bzip2.BZip2Constants,0,0,2,2,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0,0
org.apache.tools.bzip2.CBZip2InputStream,32,2,0,3,38,348,1,2,2,0.929749104,667,0.777777778,1,0.295454545,0.25,1,3,19.5625,30,4.5625
org.apache.tools.bzip2.CBZip2OutputStream,33,2,0,3,42,332,1,2,5,0.943597561,1250,0.780487805,1,0.060606061,0.267676768,2,5,36.39393939,66,7.8182
org.apache.tools.bzip2.CRC,6,1,0,2,6,0,2,0,1,0.6,91,0,0,0,0.666666667,0,0,3.666666667,2,1
org.apache.tools.mail.ErrorInQuitException,1,4,0,1,3,0,1,0,1,0,5,0,0,1,1,1,1,3,0,0
org.apache.tools.mail.MailMessage,31,1,0,5,66,405,2,3,13,0.963492063,230,0.904761905,2,0,0.322580645,0,0,6.677419355,11,1.7419
org.apache.tools.mail.MailPrintStream,5,4,0,1,9,10,1,0,3,1,32,1,0,0.894736842,0.44,1,1,5.8,5,2
org.apache.tools.mail.SmtpResponseReader,5,1,0,1,17,2,1,0,3,0.625,35,1,0,0,0.533333333,0,0,6.2,5,2
org.apache.tools.tar.TarBuffer,21,1,0,2,29,34,2,0,17,0.754545455,221,0.818181818,0,0,0.293650794,0,0,9.904761905,7,2.4286
org.apache.tools.tar.TarConstants,0,0,1,3,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0
org.apache.tools.tar.TarEntry,35,1,0,6,72,353,4,2,34,0.885448916,268,0.789473684,0,0,0.171428571,1,1,7.057142857,4,1.1714
org.apache.tools.tar.TarInputStream,16,3,0,3,39,84,1,2,16,0.881481481,191,1,2,0.277777778,0.25,0,0,11.25,21,2.9375
org.apache.tools.tar.TarOutputStream,15,3,0,4,33,43,1,3,14,0.880952381,141,0.75,1,0.076923077,0.311111111,0,0,8.466666667,6,1.6667
org.apache.tools.tar.TarUtils,8,1,0,1,13,28,1,0,8,0,83,0,0,0,0.625,0,0,10.25,7,2.875
org.apache.tools.zip.AsiExtraField,19,1,0,4,36,137,0,4,18,0.912698413,118,1,1,0,0.284210526,0,0,5.736842105,3,1.2105
org.apache.tools.zip.ExtraFieldUtils,6,1,0,4,28,13,1,3,6,0.8,94,1,0,0,0.366666667,0,0,14.66666667,6,3
org.apache.tools.zip.UnixStat,0,0,1,2,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0
org.apache.tools.zip.UnrecognizedExtraField,10,1,0,3,12,31,1,2,10,0.814814815,40,1,1,0,0.375,0,0,3.6,2,1.1
org.apache.tools.zip.ZipEntry,29,2,0,8,67,366,5,3,22,0.964285714,214,1,0,0.479166667,0.16091954,1,28,6.931034483,5,1.6897
org.apache.tools.zip.ZipExtraField,6,0,2,4,6,15,4,0,6,0,9,0,0,0,0.444444444,0,0,1.166666667,1,1
org.apache.tools.zip.ZipFile,14,1,0,7,64,57,3,4,9,0.914529915,279,1,0,0,0.273809524,0,0,12.14285714,7,1.6429
org.apache.tools.zip.ZipLong,7,1,0,3,7,0,3,0,7,0.166666667,35,1,0,0,0.342857143,0,0,4.571428571,3,0.8571
org.apache.tools.zip.ZipOutputStream,24,3,0,8,90,156,5,3,15,0.931438127,346,0.923076923,8,0.043478261,0.21875,1,3,13.25,9,2.4583
org.apache.tools.zip.ZipShort,7,1,0,6,7,0,6,0,7,0.166666667,31,1,0,0,0.428571429,0,0,4,3,0.8571
