name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.eclipse.jdt.internal.codeassist.complete.CompletionOnExplicitConstructorCall,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.348372,0,9,39,144,2,4,2,0,0,1,14.37,14,0,0,0,0,0,11,0,0,0,0,0,0,0.034018,1.01,0,0.015549,0,35,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldName,0,0,0.116826,0,0,0.002311,0,1.01,0,2.838167,0,0,0,1,0,3,0,0,0.672492,0,0.348372,0,8,22,151,2,5,3,0,0,1,14.37,14,0,0,0,0,0,11,0,2,1,0,0,1.01,0.042132,2.02,0,0.018804,0,38,2,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnFieldType,0,0,0.116826,0,0,0.001763,0,1.01,0,2.221467,0,0,0,1,0,2,0,0,0.530096,0,0.348372,0,7,17,151,1,5,4,0,0,0,14.37,5,0,0,0,0,0,10,0,1,0,0,0,1.01,0.034018,2.02,0,0.018804,0,39,1,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnImportReference,0,0,0.116826,0,0,0.001763,0,1.01,0,2.221467,0,0,0,0,0,2,0,0,0.530096,0,0.348372,0,2,13,138,1,3,3,0,0,0,14.36,7,0,0,0,0,0,5,0,0,0,0,0,1.01,0.034018,1.01,0,0.015549,0,21,1,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadoc,0,0,0,1.01,1.01,0.000929,0,0,0,1.748945,0.023363,0,0,8,0,2,0,0,0.466436,0,0,0,0,12,0,2,0,11,0,0,1,0,2,0,0.023876,0.019221,0,0,11,0,8,0,0,0,0,0.041844,0,0,0,0,0,2,0,1.01,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocAllocationExpression,0,0,0,0,0,0.002701,0.013746,0,0,2.011922,0,0,1.01,2,0,9,0,0,0.517088,0,0.328454,1.01,6,69,148,7,6,3,0,0,0,13.39,13,0.013992,0,0.027782,0,0,9,1.01,2,0,1.01,0,0,0.042051,7.07,0,0.185654,0.011751,66,7,0,2.14,0,0.013992
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocFieldReference,0,0,0,0,0,0.003805,0.013746,0,0,1.402714,0,0,1.01,2,0,11,0,0,0.331466,0,0.3119,2.02,12,93,149,8,7,2,0,0,0,11.35,19,0.027673,0,0.024112,1.03,0,14,2.02,2,0,1.01,0,1.03,0.020379,7.07,0.013502,0.181392,0.023823,68,7,0.013956,2.21,0,0.013992
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocMessageSend,0,0,0,0,0,0.00247,0.013746,0,0,0.757224,0,0,1.01,2,0,9,0,0,0.178494,0,0.335156,1.01,5,68,151,7,6,3,0,0,0,12.36,13,0.013992,0,0.011996,0,0,8,1.01,2,0,1.01,0,0,0.010887,6.06,0,0.167371,0.011751,62,7,0,1.13,0,0.013992
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocParamNameReference,0,0,0,0,0,0.001136,0,0,0,1.069375,0,0,0,3,0,6,0,0,0.252742,0,0.3119,0,6,25,145,4,8,3,0,0,4,11.36,10,0,0,0,0,0,9,0,3,0,0,0,0,0.015548,6.06,0,0.167371,0,74,4,0,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocQualifiedTypeReference,0,0,0,0,0,0.002502,0.013746,0,0,0.757224,0,0,1.01,2,0,9,0,0,0.178494,0,0.3119,1.01,4,64,140,7,7,3,0,0,0,11.36,13,0.013992,0,0.011996,0,0,7,1.01,2,0,1.01,0,0,0.010887,8.08,0,0.292888,0.011751,72,7,0,1.13,0,0.013992
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocSingleTypeReference,0,0,0,0,0,0.002698,0.013746,0,0,0.757224,0,0,1.01,1,0,9,0,0,0.178494,0,0.3119,1.01,4,61,139,7,7,2,0,0,0,11.36,13,0.013992,0,0.011996,0,0,6,1.01,1,0,1.01,0,0,0.010887,7.07,0,0.183318,0.011751,72,7,0,1.13,0,0.013992
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocTag,0,0.014852,0,0,0,0.009093,0,0,0,2.197797,0,0,0,2,0,7,0,0,0.548229,0,0.3119,0,14,118,145,6,8,3,0,0,0,11.36,17,0,0,0.029505,1.02,1.01,17,1.01,3,1,0,0,1.02,0.040343,6.06,0.023945,0.167371,0.022024,75,6,0.021418,2.2,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnJavadocTypeParamReference,0,0,0,0,0,0.00112,0,0,0,1.069375,0,0,0,2,0,6,0,0,0.252742,0,0.3119,0,6,24,139,4,7,3,0,0,4,11.36,10,0,0,0,0,0,9,0,2,0,0,0,0,0.015548,7.07,0,0.183318,0,72,4,0,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword,0,0.008961,0.116826,0,0,0.001859,0.012187,1.01,0,2.839439,0,0,1.01,0,0,3,0,0,0.671116,0,0,1.01,0,5,0,3,0,5,0,0,3,0,3,0.011945,0,0.01009,0,1.02,5,1.01,0,0,1.01,0,1.01,0.041743,0,0,0,0.011391,0,3,0.113349,1.01,0,0.011954
org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1,0,0.008961,0,1.01,1.01,0.002243,0.012187,0,0,2.839439,0.011527,0,1.01,1,0,8,0,0,0.671116,0,0.348372,1.01,5,29,136,6,6,1,0,0,15,14.39,12,0.011945,0.011714,0.01009,0,1.05,6,1.01,2,1,1.01,0,0,0.041743,9.09,0,0.303935,0.011391,70,5,0,1.04,0,0.011954
org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword2,0,0.008961,0.116826,0,0,0.002091,0.012187,1.01,0,3.263324,0,0,1.01,0,0,5,0,0,0.770886,0,0.348372,1.01,4,21,138,4,3,2,0,0,4,14.36,10,0.011945,0,0.01009,0,1.03,6,1.01,2,2,1.01,0,1.01,0.047798,1.01,0,0.015549,0.011391,21,4,0.113349,1.03,0,0.011954
org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword3,0,0.008961,0,0,0,0.002051,0.012187,0,0,2.839439,0,0,1.01,0,0,7,0,0,0.671116,0,0.348372,1.01,5,26,143,5,7,1,0,0,10,14.39,11,0.011945,0,0.01009,0,1.04,6,1.01,1,1,1.01,0,0,0.041743,7.07,0,0.178418,0.011391,73,5,0,1.03,0,0.011954
org.eclipse.jdt.internal.codeassist.complete.CompletionOnLocalName,0,0.006517,0,0,0,0.003306,0.005609,0,0,2.863541,0,0,1.01,1,0,4,0,0,0.680718,0,0.348372,1.01,8,27,148,3,5,2,0,0,3,14.38,15,0.006519,0,0.009071,0,1.02,10,1.01,2,1,1.01,0,0,0.043061,1.01,0,0.015549,0.010568,34,3,0,1.04,0,0.006519
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMarkerAnnotationName,0,0,0.116826,0,0,0.002459,0,1.01,0,2.81708,0,0,0,0,0,2,0,0,0.664881,0,0.348372,0,11,17,139,1,6,3,0,0,0,14.39,9,0,0,0.010043,1.06,0,14,1.05,0,0,0,0,2.07,0.041194,9.1,0.00995,0.205277,0.011132,61,1,0.123913,1.09,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberAccess,0,0,0,1.01,1.01,0.00652,0,0,0,4.871914,0.023363,0,0,1,0,3,0,0,2.284158,0,0.348372,0,10,34,145,2,6,2,0,0,1,14.39,13,0,0.023876,0.035129,1.05,0,12,1.02,1,0,0,0,1.05,0.530977,8.08,0.021383,0.19244,0.018702,67,2,0.019795,2.18,0.294104,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberValueName,0,0,0.116826,0,0,0.002268,0,1.01,0,0.877822,0,0,0,0,0,2,0,0,0.196556,0,0.351606,0,1,11,135,1,3,3,0,0,0,14.38,6,0,0,0,0,0,4,0,0,0,0,0,1.01,0.01009,2.02,0,0.030637,0,18,1,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMessageSend,0,0,0,0,0,0.00437,0,0,0,3.45614,0,0,0,0,0,3,0,0,0.813513,0,0.371628,0,9,39,148,2,5,2,0,0,1,15.4,15,0,0,0.01009,1.01,0,11,1.01,0,0,0,0,1.01,0.049857,7.07,0.012138,0.178418,0.011391,61,2,0.011388,1.1,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMessageSendName,0,0,0,0,0,0.014313,0,0,0,1.697993,0,0,0,0,0,3,0,0,1.65564,0,0.272633,0,7,40,148,2,5,2,0,0,1,8.24,16,0,0,0.292469,1.03,0,9,0,0,0,0,0,1.03,0.553436,3.03,0.323746,0.120432,0,61,2,0.325837,1.05,0.353131,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodName,0,0,0.116826,0,0,0.001763,0,1.01,0,2.221467,0,0,0,1,0,3,0,0,0.530096,0,0.348372,0,9,32,150,2,4,3,0,0,1,14.36,14,0,0,0,0,0,12,0,1,0,0,0,1.01,0.034018,1.01,0,0.015549,0,42,2,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodReturnType,0,0,0.116826,0,0,0.001763,0,1.01,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.348372,0,8,14,150,2,4,3,0,0,1,14.36,6,0,0,0,0,0,11,0,0,0,0,0,1.01,0.034018,1.01,0,0.015549,0,42,2,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMethodTypeParameter,0,0,0.116826,0,0,0.002311,0,1.01,0,2.838167,0,0,0,0,0,3,0,0,0.672492,0,0.348372,0,9,24,150,2,4,2,0,0,1,14.36,9,0,0,0,0,0,11,0,0,0,0,0,1.01,0.042132,1.01,0,0.015549,0,42,2,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnPackageReference,0,0,0.116826,0,0,0.001803,0,1.01,0,2.645352,0,0,0,0,0,2,0,0,0.629865,0,0.348372,0,3,13,138,1,3,3,0,0,0,14.36,7,0,0,0,0,0,6,0,0,0,0,0,1.01,0.040073,1.01,0,0.015549,0,21,1,0.113349,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference,0,0.015496,0.116826,0,0,0.00377,0.028139,1.01,0,4.023853,0,0,1.01,5,0,9,0,0,1.007556,0,0.348372,1.01,8,82,139,7,8,3,0,0,1,14.39,17,0.026668,0,0.017581,0,1.02,11,1.01,6,1,1.01,0,1.01,0.07659,9.09,0,0.303935,0.026172,71,7,0.113349,1.03,0,0.026668
org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedAllocationExpression,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.412665,0,10,32,145,2,6,2,0,0,1,15.4,13,0,0,0,0,0,12,0,0,0,0,0,0,0.034018,7.07,0,0.178418,0,64,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference,0,0,0.116826,1.01,1.01,0.004629,0,1.01,0,5.450187,0.010822,0,0,2,0,3,0,0,2.390616,0,0.348372,0,14,35,148,2,7,3,0,0,1,14.39,16,0,0.010964,0.025951,2.02,0,17,1.01,2,0,0,0,3.03,0.530803,7.08,0.128852,0.178418,0.018702,80,2,0.23727,2.05,0.294104,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference,0,0.122372,0.13098,1.04,1.05,0.008873,0.241946,2.04,0.01318,5.92339,0.013148,0,3.05,5,0,11,0,1.01,2.767984,1.03,0.348372,3.06,9,70,137,9,6,3,0.01375,0,6,14.39,22,0.192481,0.013525,0.253808,1.01,3.06,12,4.07,6,1,3.05,0,3.05,0.659954,9.09,0.137072,0.303935,0.304463,69,8,0.264963,4.4,0.304707,0.192515
org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference,0,0,0.116826,2.02,2.02,0.0035,0,1.01,0,4.248372,0.131285,0,0,4,0,4,0,0,2.113147,0,0.348372,0,5,25,143,2,7,3,0,0,1,14.39,10,0,0.129746,0.099357,1.01,0,8,1.01,4,0,0,0,2.02,0.519692,7.07,0.00995,0.178418,0.011132,73,2,0.123913,2.06,0.294474,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference,0,0.106875,0.13098,2.05,2.06,0.006586,0.241946,2.04,0.01318,5.92241,0.024159,0,3.05,7,0,12,0,1.01,2.608455,1.03,0.348372,3.06,8,76,136,10,6,4,0.01375,0,13,14.39,20,0.192481,0.024936,0.142226,0,2.07,11,3.06,8,1,3.05,0,2.04,0.587237,9.09,0,0.303935,0.187606,68,9,0.127305,4.39,0.303326,0.192515
org.eclipse.jdt.internal.codeassist.complete.CompletionOnStringLiteral,0,0,0,0,0,0.004894,0,0,0,0.64549,0,0,0,2,0,5,0,0,0.152972,0,0.297257,0,5,25,137,3,6,2,0,0,3,10.35,11,0,0,0,0,0,7,0,2,0,0,0,0,0.009492,6.06,0,0.167371,0,59,3,0,0,0,0
org.eclipse.jdt.internal.codeassist.complete.CompletionParser,27,0.443169,0.147259,7.14,11.32,0.391869,0.051122,3.04,0.125,21.922656,0.271802,7.1,17.69,16,0,209,0.167424,1.01,7.547748,0,0.493947,17.69,122,4012,145,208,3,5,0,0,17274,9.22,496,0.60445,0.354922,0.942715,13.29,119.23,126,23.61,94,1,3.04,0,13.32,1.315347,23.61,0.668024,0.857819,1.154061,285,29,0.689529,47.01,0.386054,0.603542
org.eclipse.jdt.internal.codeassist.complete.CompletionScanner,0,0.020963,0.030433,5.19,4.19,0.072598,0.088835,2.02,0.040423,9.478187,0.104754,2.04,6.16,7,0,8,0.045773,2.06,2.333528,0,0.34654,6.16,6,726,105,7,2,4,0,0,0,8.28,37,0.091316,0.083788,0.15112,2.02,3.6,10,8.25,7,0,6.12,0,4.04,0.168182,9.12,0.029039,0.143236,0.122163,45,7,0.059856,12.74,0,0.091261
org.eclipse.jdt.internal.codeassist.complete.InvalidCursorLocation,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,5,0,1,0,0,0.530096,0,0,0,0,11,0,0,4,2,0,0,0,0,1,0,0,0,0,0,2,0,6,1,0,0,0,0.034018,0,0,0,0,0,0,0,0,0,0
org.eclipse.jdt.internal.codeassist.impl.AssistAnnotation,0,0,0,0,0,0.001956,0,0,0,0.632395,0,0,0,0,0,2,0,0,0.303935,0,0,0,3,10,23,1,5,5,0,0,0,0,4,0,0,0,0,0,8,0,1,1,0,0,0,0.079049,1.01,0,0.193105,0,80,1,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistCompilationUnit,0,0,0,0,0,0.003586,0,0,0,0.632395,0,0,0,0,0,6,0,0,0.303935,0,0,0,13,25,22,5,5,1,0,0,0,0,14,0,0,0,0,0,14,0,2,2,0,0,0,0.079049,2.09,0,0.318103,0,161,5,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistImportContainer,0,0,0,0,0,0.002282,0,0,0,0.632395,0,0,0,0,0,3,0,0,0.303935,0,0,0,5,13,20,2,5,2,0,0,0,0,6,0,0,0,0,0,7,0,1,1,0,0,0,0.079049,1.01,0,0.193105,0,78,1,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistImportDeclaration,0,0,0,0,0,0.001956,0,0,0,0.632395,0,0,0,0,0,2,0,0,0.303935,0,0,0,3,10,22,1,5,2,0,0,0,0,4,0,0,0,0,0,5,0,1,1,0,0,0,0.079049,1.01,0,0.193105,0,80,1,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistInitializer,0,0,0,0,0,0.002543,0,0,0,0.632395,0,0,0,0,0,3,0,0,0.303935,0,0,0,6,17,20,2,6,2,0,0,0,0,6,0,0,0,0,0,7,0,2,2,0,0,0,0.079049,1.01,0,0.193105,0,90,2,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistOptions,1,0.011529,0.03214,6.16,6.16,0.016985,0,1.01,0,5.286765,0.085549,1.01,1.01,32,0,4,0.014493,0,1.283039,0,0,1.01,1,202,0,2,1,5,0,0,1,0,10,0.013992,0.084349,0.067223,0,1.01,6,1.02,32,0,0,0,1.01,0.088758,0,0,0,0.011751,0,1,0.029843,6.58,0,0.013992
org.eclipse.jdt.internal.codeassist.impl.AssistPackageDeclaration,0,0,0,0,0,0.002282,0,0,0,0.632395,0,0,0,0,0,3,0,0,0.303935,0,0,0,5,13,21,2,5,2,0,0,0,0,6,0,0,0,0,0,7,0,1,1,0,0,0,0.079049,1.01,0,0.193105,0,76,2,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.AssistParser,0,0.269385,0.011814,0,3.06,0.040194,0.012576,1.01,0,9.942362,0,0,9.15,2,2,99,0,0,3.712145,0,0.411301,9.15,40,1338,120,98,2,6,0,0,3623,6.16,173,0.314822,0.078422,0.328338,0,19.79,46,11.27,25,0,1.01,0,1.01,0.703362,17.29,0,0.574805,0.338365,352,28,0.012031,14.54,0.296911,0.314793
org.eclipse.jdt.internal.codeassist.impl.AssistSourceField,0,0.220107,0,0,1.01,0.006733,0,0,0.333333,1.070073,0,0,0,0,0,7,0,1.01,0.701123,0,0,0,11,46,21,6,8,2,0,0,5,0,15,0,0.325562,0.292469,1.02,1.02,12,1.01,4,4,0,0,1.02,0.224942,1.01,0.323746,0.193105,0.313252,101,5,0.325837,1.1,0.05981,0
org.eclipse.jdt.internal.codeassist.impl.AssistSourceMethod,0,0.220107,0,0,1.01,0.007059,0,0,0.333333,1.070073,0,0,0,0,0,8,0,1.01,0.701123,0,0,0,13,49,22,7,8,2,0,0,5,0,17,0,0.325562,0.292469,1.02,1.02,14,1.01,4,4,0,0,1.02,0.224942,1.01,0.323746,0.193105,0.313252,111,6,0.325837,1.1,0.05981,0
org.eclipse.jdt.internal.codeassist.impl.AssistSourceType,0,0,0,0,1.01,0.009591,0,0,0.333333,1.627148,0,0,0,0,0,13,0,1.01,0.987193,0,0,0,18,67,21,12,8,5,0,0,0,0,27,0,0.325562,0.292469,0,0,20,1.01,4,4,0,0,0,0.304524,1.01,0,0.193105,0.313252,140,11,0,1.1,0.061191,0
org.eclipse.jdt.internal.codeassist.impl.AssistTypeParameter,0,0,0,0,0,0.001956,0,0,0,0.632395,0,0,0,0,0,2,0,0,0.303935,0,0,0,3,10,22,1,5,3,0,0,0,0,4,0,0,0,0,0,6,0,1,1,0,0,0,0.079049,1.01,0,0.193105,0,80,1,0,0,0.000577,0
org.eclipse.jdt.internal.codeassist.impl.Engine,1,0.041092,0.072417,3.09,2.08,0.049488,0.037176,3.03,0,10.259578,0.043898,0,5.05,12,2,13,0,0,3.819211,0,0,5.05,37,263,0,12,1,5,0,0,52,0,41,0.069019,0.02292,0.237254,4.07,5.5,42,8.14,13,0,3.03,0,7.1,0.731208,0,0.050382,0,0.242478,0,8,0.121038,11.49,0.303903,0.068585
org.eclipse.jdt.internal.codeassist.impl.Keywords,0,0,0,1.01,1.01,0.002843,0,0,0,3.480503,0.21875,0,0,43,0,0,0,0,2.00575,0,0,0,0,45,0,0,0,2,0,0,0,0,1,0,0.236793,0.140245,0,0,2,0,43,0,0,0,0,0.548501,0,0,0,0,0,0,0,1.01,0.316807,0
org.eclipse.jdt.internal.codeassist.select.SelectionJavadoc,1,0.01834,0,0,0,0.009229,0.0252,0,0,1.637026,0,1.01,2.03,0,0,5,0.012048,0,0.373552,0,0.36107,2.03,22,86,139,4,3,1,0,0,4,14.38,12,0.024984,0,0.02093,2.03,2.12,23,2.03,1,0,2.02,0,2.03,0.020497,4.04,0.022739,0.072523,0.023635,21,3,0.022595,2.19,0,0.024978
org.eclipse.jdt.internal.codeassist.select.SelectionJavadocParser,0,0,0,0,0,0.009261,0,0,0,3.437762,0,0,0,0,0,9,0,0,0.90726,0,0.323034,0,14,119,57,8,3,1,0,0,0,8.35,21,0,0,0.07198,1.01,0,14,0,3,0,0,0,1.01,0.083941,6.15,0.00995,0.470659,0,34,1,0.010564,3.06,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionNodeFound,0,0,0.011259,0,0,0.001763,0,1.01,0,2.221467,0,0,0,2,0,3,0,0,0.530096,0,0,0,1,15,0,0,4,17,0,0,0,0,3,0,0,0,0,0,18,0,3,1,0,0,1.01,0.034018,0,0,0,0,0,0,0.011247,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnArgumentName,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,4,0,0,0.530096,0,0.348372,0,11,24,148,3,6,1,0,0,3,14.38,14,0,0,0,0,0,12,0,0,0,0,0,0,0.034018,3.03,0,0.033734,0,38,3,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnExplicitConstructorCall,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.348372,0,8,31,144,2,4,1,0,0,1,14.37,13,0,0,0,0,0,9,0,0,0,0,0,0,0.034018,1.01,0,0.015549,0,35,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldReference,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.348372,0,7,21,145,2,6,1,0,0,1,14.39,12,0,0,0,0,0,8,0,0,0,0,0,0,0.034018,8.08,0,0.19244,0,67,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldType,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,2,0,0,0.530096,0,0.348372,0,6,12,151,1,5,1,0,0,0,14.37,5,0,0,0,0,0,7,0,0,0,0,0,0,0.034018,2.02,0,0.018804,0,39,1,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnImportReference,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,2,0,0,0.530096,0,0.348372,0,2,13,138,1,3,2,0,0,0,14.36,7,0,0,0,0,0,4,0,0,0,0,0,0,0.034018,1.01,0,0.015549,0,21,1,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnLocalName,0,0.006517,0,0,0,0.003563,0.005609,0,0,2.863541,0,0,1.01,0,0,4,0,0,0.680718,0,0.348372,1.01,8,24,148,3,5,1,0,0,3,14.38,14,0.006519,0,0.009071,0,1.02,9,1.01,0,0,1.01,0,0,0.043061,1.01,0,0.015549,0.010568,34,3,0,1.04,0,0.006519
org.eclipse.jdt.internal.codeassist.select.SelectionOnMessageSend,1,0,0,0,0,0.005809,0,0,0,2.391671,0,0,0,0,0,4,0,0,0.566726,0,0.371628,0,10,60,148,3,5,1,0,0,3,15.4,19,0,0,0.012823,2.02,0,11,0,0,0,0,0,2.02,0.035466,7.07,0.03197,0.178418,0,61,2,0.031696,1.08,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnNameOfMemberValuePair,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.362717,0,6,18,135,2,3,1,0,0,1,15.39,9,0,0,0,0,0,7,0,0,0,0,0,0,0.034018,2.02,0,0.030637,0,17,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnPackageReference,0,0,0,0,0,0.001803,0,0,0,2.645352,0,0,0,0,0,2,0,0,0.629865,0,0.348372,0,3,13,138,1,3,2,0,0,0,14.36,7,0,0,0,0,0,5,0,0,0,0,0,0,0.040073,1.01,0,0.015549,0,21,1,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedQualifiedTypeReference,0,0,0,0,0,0.005006,0,0,0,3.394262,0,0,0,0,0,4,0,0,0.799033,0,0.348372,0,9,43,139,3,8,1,0,0,3,14.39,14,0,0,0.008948,1.04,0,10,1.03,0,0,0,0,1.04,0.048998,9.09,0.011512,0.303935,0.010031,71,3,0.011677,1.08,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedSingleTypeReference,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,4,0,0,0.530096,0,0.348372,0,8,27,139,3,8,1,0,0,3,14.39,12,0,0,0,0,0,9,0,0,0,0,0,0,0.034018,9.09,0,0.303935,0,70,3,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedAllocationExpression,0,0,0,0,0,0.025189,0,0,0,4.469768,0,0,0,0,0,4,0,0,2.183111,0,0.412665,0,16,51,145,2,6,1,0,0,1,15.4,16,0,0,0.127734,2.02,0,17,1.01,0,0,0,0,2.02,0.517444,7.07,0.074486,0.178418,0.048621,64,2,0.078136,3.22,0.293898,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedNameReference,0,0,0,0,0,0.00302,0,0,0,3.635584,0,0,0,0,0,3,0,0,1.954283,0,0.348372,0,15,40,148,2,7,1,0,0,1,14.39,17,0,0,0,1.01,0,16,0,0,0,0,0,1.01,0.501824,7.08,0.107469,0.178418,0,80,2,0.104125,0,0.294104,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedSuperReference,0,0,0,0,0,0.001763,0,0,0,2.221467,0,0,0,0,0,3,0,0,0.530096,0,0.348372,0,6,16,137,2,8,1,0,0,1,14.39,11,0,0,0,0,0,7,0,0,0,0,0,0,0.034018,7.07,0,0.178418,0,62,2,0,0,0,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedTypeReference,0,0,0,0,0,0.004741,0,0,0,3.480503,0,0,0,0,0,4,0,0,2.00575,0,0.348372,0,11,34,137,3,6,2,0,0,3,14.39,17,0,0,0.140245,1.02,0,13,1.01,0,0,0,0,1.02,0.548501,9.09,0.23139,0.303935,0.203097,70,2,0.243503,1.05,0.316807,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnSingleNameReference,0,0,0,0,0,0.00322,0,0,0,4.253111,0,0,0,0,0,3,0,0,2.09328,0,0.348372,0,15,38,143,2,7,1,0,0,1,14.39,17,0,0,0.009796,1.01,0,16,1.01,0,0,0,0,1.01,0.509089,7.07,0.107469,0.178418,0.010568,73,2,0.104125,1.06,0.294104,0
