name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.eclipse.osgi.framework.adaptor.PermissionStorage,0,0.0089,0.025233,0,0,0.024725,0.010975,2.02,0,5.095405,0,0,1.02,0,0,5,0,0,1.185994,0,0,1.02,0,7,0,5,0,8,0,0,10,0,5,0.010098,0,0.007235,0,1.07,8,1.02,0,0,1.02,0,2.02,0.070064,0,0,0,0.009632,0,5,0.025152,1.02,0,0.010229
org.eclipse.osgi.framework.adaptor.ServiceRegistry,0,0,0,0,0,0.010189,0,0,0,2.364506,0,0,0,0,0,5,0,0,0.555513,0,0,0,4,7,0,5,0,6,0,0,10,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0.033911,0,0,0,0,0,5,0,0,0,0
org.eclipse.osgi.framework.adaptor.StatusException,0,0,0.058824,0,0,0.009683,0,1.01,0,1.276485,0,0,0,4,0,2,0,0,0.456754,0,0,0,0,8,0,2,0,5,0,0,1,0,2,0,0,0,0,0,5,0,4,0,0,0,1.01,0.084097,0,0,0,0,0,2,0.05681,0,0.000206,0
org.eclipse.osgi.framework.console.CommandInterpreter,0,0,0,0,0,0.014939,0,0,0,4.372421,0,0,0,0,0,8,0,0,1.374838,0,0,0,1,10,0,8,0,4,0,0,28,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0.225728,0,0,0,0,0,8,0,0,0.010579,0
org.eclipse.osgi.framework.console.CommandProvider,0,0,0,0,0,0.010189,0,0,0,2.364506,0,0,0,0,0,1,0,0,0.555513,0,0,0,0,3,0,1,0,5,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.033911,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.framework.debug.Debug,0,0,0.063328,2.03,2.03,0.097231,0,5.11,0,5.86254,0.0249,0,0,32,0,20,0,0,1.377294,0,0,0,1,130,0,19,1,34,0,0,0,0,51,0,0.025083,0.03864,0,0,35,0,32,0,0,0,5.11,0.084063,0,0,0,0,0,19,0.062757,3.07,0,0
org.eclipse.osgi.framework.debug.FrameworkDebugOptions,4,0,0.015104,0,0,0.031044,0,1.01,0,2.124345,0,0,0,0,0,11,0,0,0.492872,0,0,0,2,108,0,10,1,9,0,0,25,0,48,0,0,0,1.01,0,11,0,4,4,0,0,2.02,0.02864,0,0.015787,0,0,0,6,0.031057,0,0,0
org.eclipse.osgi.framework.eventmgr.EventDispatcher,0,0,0.108825,0,0,0.010852,0,3.03,0,2.364506,0,0,0,0,0,1,0,0,0.555513,0,0,0,0,3,0,1,0,7,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3.03,0.033911,0,0,0,0,0,1,0.106432,0,0,0
org.eclipse.osgi.framework.eventmgr.EventListeners,1,0,0.096922,0,0,0.018587,0,2.02,0,4.372421,0,0,0,0,0,7,0,0,1.374838,0,0,0,0,87,0,5,1,6,0,0,0,0,11,0,0,0.088497,1.01,0,6,0,5,5,0,0,3.03,0.225728,0,0.011318,0,0,0,3,0.106432,1.02,0.010579,0
org.eclipse.osgi.framework.eventmgr.EventManager,0,0,0.108825,0,1.01,0.33792,0,3.03,0,5.253447,0,0,0,0,0,6,0,0,1.5529,0,0,1.01,1,47,0,3,1,5,0,0,1,0,12,0,0,0.034599,1.02,0,6,0,4,1,0,0,3.04,0.214629,0,0.011318,0,0,0,1,0.106432,1.01,0.010372,0
org.eclipse.osgi.framework.eventmgr.ListenerQueue,0,0,0.096922,0,0,0.011783,0,2.02,0,3.806104,0,0,0,0,0,4,0,0,1.023402,0,0,0,3,47,0,3,1,4,0,0,0,0,15,0,0,0,1.02,0,7,0,3,2,0,0,3.04,0.112465,0,0.011318,0,0,0,3,0.106432,0,0.000206,0
org.eclipse.osgi.framework.internal.core.AbstractBundle,2,0.219843,0.275997,0,4.04,0.425993,0.084797,11.19,0,15.816416,0,0,7.2,0,2,68,0,0,4.324616,0,0,7.2,35,623,0,67,1,39,0,0,1569,0,161,0.09518,0.04139,0.55709,9.19,21.03,65,16.64,7,0,6.12,0,15.32,0.47911,0,0.127713,0,0.220813,0,31,0.340368,22.99,0.036199,0.095325
org.eclipse.osgi.framework.internal.core.AliasMapper,0,0,0,0,0,0.008811,0,0,0,2.549254,0,0,0,0,0,4,0,0,0.597139,0,0,0,3,101,0,3,1,2,0,0,3,0,20,0,0,0,0,0,5,0,2,2,0,0,0,0.036093,0,0,0,0,0,2,0,0,0,0
org.eclipse.osgi.framework.internal.core.BundleCombinedPermissions,0,0.0089,0.01013,0,2.04,0.067068,0.010975,1.01,0.021498,4.49691,0,0,1.03,0,0,9,0,2.04,1.162307,0,0,1.03,4,61,0,8,3,2,0,0,8,0,20,0.010098,0.020779,0.029803,3.05,1.04,6,1.09,7,7,1.01,0,3.06,0.116243,0,0.033887,0,0.009632,0,4,0.033931,3.39,0.000206,0.010229
org.eclipse.osgi.framework.internal.core.BundleContextImpl,1,0.099925,0.0222,1.02,1.02,0.132528,0.010095,3.03,0.088093,8.08422,0.009034,1.01,2.05,2,0,39,0.009292,1.02,2.159573,0,0,2.05,36,608,0,38,1,11,0,0,107,0,121,0.115436,0.009963,0.159797,5.08,3.07,42,8.28,12,3,1.01,0,6.08,0.234461,0,0.058223,0,0.191537,0,24,0.074142,7.84,0.011528,0.115451
org.eclipse.osgi.framework.internal.core.BundleFragment,0,0.00819,0.05,0,0,0.032315,0.010095,1.01,0,6.71725,0,0,0,0,0,17,0,0,1.737859,0,0.048982,0,18,162,7,16,2,5,0,0,100,4.04,36,0,0,0.043508,2.03,1.1,20,4.12,1,0,1.02,0,3.03,0.167555,7.16,0.020438,0.100167,0.039993,54,4,0.065224,5.51,0.000206,0
org.eclipse.osgi.framework.internal.core.BundleHost,1,0.026371,0.045075,0,1.01,0.245587,0.010095,3.04,0,14.453222,0,1.01,2.02,0,1,21,0.009292,0,3.720099,0,0.048982,2.02,31,392,7,20,2,17,0,0,136,4.04,85,0.029698,0.009963,0.441173,2.05,3.05,39,9.22,3,1,1.01,0,4.07,0.338672,7.15,0.030224,0.100167,0.13067,54,4,0.053856,18.57,0.035447,0.029713
org.eclipse.osgi.framework.internal.core.BundleLoader,19,0.299113,0.0472,5.1,9.23,0.926367,0.020061,3.06,0.189254,17.467669,0.054914,9.2,12.26,8,1,51,0.185636,4.23,4.551767,0,0,12.26,36,836,0,50,1,16,0,0,983,0,174,0.317159,0.266255,0.447788,8.12,26.03,44,17.83,34,23,2.03,0,8.17,0.426585,0,0.187509,0,0.369809,0,8,0.191403,29.78,0.000267,0.317285
org.eclipse.osgi.framework.internal.core.BundleLoaderProxy,0,0.071985,0.033964,0,1.04,0.205237,0.020061,3.06,0.022339,9.273799,0,1.02,2.07,0,0,18,0.009292,2.05,2.425692,0,0,2.07,24,150,0,17,1,13,0,0,46,0,53,0.030121,0.009963,0.187011,3.06,6.11,31,8.27,5,5,2.13,0,4.08,0.231094,0,0.033286,0,0.175843,0,6,0.046132,7.63,0.000206,0.030136
org.eclipse.osgi.framework.internal.core.BundlePermissionCollection,0,0,0.011904,0,1.01,0.1203,0,1.01,0,2.421242,0,0,0,0,2,2,0,1.01,0.570959,0,0,0,0,4,0,1,2,5,0,0,0,0,2,0,0,0,2.02,0,5,0,1,1,0,0,1.01,0.037718,0,0.023771,0,0,0,0,0.011857,1.01,0,0
org.eclipse.osgi.framework.internal.core.BundleProtectionDomainImpl,0,0.009636,0,0,1.01,0.019278,0.010919,0,0,2.615191,0,0,1.03,0,0,1,0,0,0.585945,0,0,1.03,2,7,0,0,3,1,0,0,0,0,2,0.011435,0.011544,0.009617,0,1.03,3,1.03,1,0,1.03,0,0,0.030148,0,0,0,0.010319,0,0,0,1.09,0,0.011435
org.eclipse.osgi.framework.internal.core.BundleRepository,0,0,0,0,1.01,0.031129,0.010095,0,0.018527,6.399452,0,0,1.02,0,0,8,0,1.01,1.65281,0,0,1.02,6,107,0,7,1,5,0,0,0,0,31,0.009713,0.017832,0.039235,4.05,0,10,3.11,3,3,1.02,0,3.03,0.155975,0,0.129853,0,0.029609,0,7,0.122594,4.28,0.000206,0.009728
org.eclipse.osgi.framework.internal.core.BundleResourceHandler,0,0.051168,0.041846,1.01,2.02,0.114012,0,1.01,0.045455,7.597401,0.041741,0,0,2,2,14,0,1.01,1.845818,0,0,0,14,184,0,12,2,2,0,0,54,0,55,0,0.05071,0.092081,2.04,2.08,16,3.05,4,1,0,0,2.03,0.130084,0,0.056879,0,0.069677,0,1,0.059762,5.18,0,0
org.eclipse.osgi.framework.internal.core.BundleSource,0,0,0,0,0,0.008651,0,0,0,1.722816,0,0,0,0,0,3,0,0,0.409081,0,0,0,0,13,0,2,2,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0.02589,0,0,0,0,0,2,0,0,0,0
org.eclipse.osgi.framework.internal.core.BundleURLConnection,0,0,0,0,0,0.008518,0,0,0,3.975467,0,0,0,0,0,10,0,0,0.936674,0,0,0,3,69,0,9,2,2,0,0,2,0,22,0,0,0,0,0,5,0,3,0,0,0,0,0.057509,0,0,0,0,0,9,0,0,0,0
org.eclipse.osgi.framework.internal.core.ConditionalPermissionAdminImpl,1,0,0.031325,1.04,2.05,0.050579,0.011652,2.03,0.022882,5.591746,0.012491,1.01,1.03,4,0,8,0.010224,2.04,1.407423,0,0,1.03,18,124,0,7,1,7,0,0,0,0,47,0.01163,0.025595,0.141198,2.05,0,22,4.31,8,4,1.02,0,3.07,0.128735,0,0.024767,0,0.042154,0,5,0.040919,6.72,0.000206,0.011664
org.eclipse.osgi.framework.internal.core.ConditionalPermissionInfoImpl,1,0.029645,0.024986,0,3.05,0.141831,0.037216,2.02,0.026275,7.967119,0,1.01,3.04,0,0,12,0.014085,2.06,1.952746,0,0,3.05,8,184,0,10,1,5,0,0,23,0,53,0.035767,0.036872,0.081944,1.02,3.14,12,7.35,11,9,3.05,0,2.02,0.159281,0,0.013449,0,0.075478,0,5,0.024803,9.61,0.000206,0.036233
org.eclipse.osgi.framework.internal.core.ConditionalPermissionSet,1,0.017637,0,0,2.02,0.093885,0,0,0.024728,4.201322,0,1.01,2.02,0,0,10,0.011364,2.05,0.956621,0,0,2.02,7,141,0,9,3,3,0,1.01,6,0,28,0.023619,0.023089,0.05069,3.04,2.03,10,3.07,6,6,0,0,3.04,0.052128,0,0.035448,0,0.033095,0,3,0.03201,5.58,0,0.023654
org.eclipse.osgi.framework.internal.core.ConditionalPermissions,2,0.008243,0,0,0,0.058479,0,0,0.013365,5.629569,0,1.01,1.01,0,0,9,0.012453,1.05,1.279782,0,0,1.01,10,139,0,8,2,2,0,0,6,0,36,0.01276,0,0.044029,1.01,1.01,12,2.03,6,6,0,0,1.01,0.069328,0,0.013449,0,0.02273,0,3,0.013623,4.1,0,0.01276
org.eclipse.osgi.framework.internal.core.ConsoleMsg,0,0,0,5.5,5.51,0.069483,0,0,0.011195,2.557936,0.030139,0,0,137,0,1,0,1.01,0.693494,0,0.044047,0,1,143,3,0,2,3,0,1.01,0,3.05,2,0,0.046571,0.070954,1.01,0,4,0,138,1,0,0.011494,1.01,0.067438,2.06,0.011047,0.032041,0,6,0,0.007207,5.51,0,0
org.eclipse.osgi.framework.internal.core.Constants,0,0,0.354132,16.34,16.35,0.08996,0.010778,15.28,0.011364,10.886841,0.379689,0,1.02,62,0,3,0,1.01,2.80132,0,0,1.03,1,71,0,2,1,42,0,1.01,0,0,3,0.01086,0.393847,0.349284,0,0,43,1.03,63,1,1.01,0,15.28,0.269981,0,0,0,0.01071,0,1,0.378603,16.41,0.000691,0.010895
org.eclipse.osgi.framework.internal.core.DependentPolicy,2,0,0,0,0,0.077505,0,0,0,2.702885,0,0,0,0,1,6,0,0,0.665124,0,0,0,6,78,0,5,1,2,0,0,0,0,21,0,0,0.035204,0,0,8,2.11,3,0,0,0,0,0.047161,0,0,0,0.03793,0,3,0,2.15,0,0
org.eclipse.osgi.framework.internal.core.ExportedPackageImpl,0,0.05915,0,0,1.02,0.097263,0.013333,0,0.051854,5.28204,0,2.08,4.12,0,0,9,0.020124,1.03,1.283928,0,0.0107,4.12,13,66,0,8,1,1,0,1.02,8,1.02,30,0.086005,0.009963,0.070406,1.02,4.47,14,4.23,3,3,1.01,0.010203,1.01,0.093056,1.08,0.010321,0.009864,0.081795,0,7,0.010339,4.7,0,0.08602
org.eclipse.osgi.framework.internal.core.FilterImpl,1,0.052612,0.147111,0,1.01,0.364445,0.059382,8.09,0,6.211071,0,1.01,3.06,0,0,32,0.025508,0,1.617798,0,0,3.06,8,890,0,30,1,8,0,0,239,0,92,0.058122,0.009963,0.187993,1.01,3.99,16,7.17,15,0,3.04,0,8.1,0.156983,0,0.022727,0,0.183787,0,9,0.144698,8.87,0.000206,0.058136
org.eclipse.osgi.framework.internal.core.FilteredServiceListener,0,0,0,0,2.03,0.08508,0,0,0.016474,2.669353,0,0,0,0,0,3,0,1.05,0.754219,0,0,0,10,55,0,2,1,1,0,0,0,0,22,0,0.031472,0.115389,1.02,0,10,3.09,5,5,0,0,1.01,0.096055,0,0.010321,0,0.124203,0,2,0.010339,3.36,0.000206,0
org.eclipse.osgi.framework.internal.core.FilteredSourcePackage,5,0.009955,0,0,1.01,0.02278,0.010174,0,0,4.016368,0,0,1.01,0,0,10,0,0,0.990741,0,0.009544,1.01,5,71,2,9,3,1,0,0,36,2.02,22,0.010461,0.01107,0.009938,1.01,1.08,5,2.02,4,1,1.01,0,1.01,0.076309,1.01,0.010716,0.011297,0.020068,9,4,0.010513,1.1,0,0.010461
org.eclipse.osgi.framework.internal.core.Framework,21,0.285172,0.16059,2.02,16.25,0.962268,0.111979,9.11,0.160158,22.568034,0.022675,11.25,13.3,0,0,62,0.18652,8.16,6.0022,0,0,13.3,54,1127,0,61,1,21,0,0,1524,0,273,0.336682,0.460133,0.753676,10.23,29.66,66,33.68,45,14,3.05,0,14.28,0.608966,0,0.317286,0,0.797404,0,15,0.416893,39.74,0.000775,0.336682
org.eclipse.osgi.framework.internal.core.FrameworkCommandInterpreter,7,0.010556,0,0,2.02,0.26909,0,0,0,6.082987,0,1.01,1.01,0,0,21,0.009996,2.02,1.694767,0,0,1.01,7,308,0,20,1,1,0,0,112,0,78,0.010535,0.008587,0.044521,0,1.07,7,4.06,10,8,0,0,0,0.191708,0,0,0,0.064553,0,10,0,2.17,0.000206,0.010535
org.eclipse.osgi.framework.internal.core.FrameworkCommandProvider,7,0.167603,0,0,3.04,0.601914,0.05485,0,0.064371,12.283149,0,3.04,7.1,0,0,67,0.071911,3.04,3.209953,0,0,7.1,45,1337,0,66,1,1,0,0,1735,0,251,0.153899,0.080547,0.247055,10.21,12.91,46,13.61,9,9,5.06,0,10.21,0.286999,0,0.147909,0,0.240255,0,53,0.193041,17.07,0,0.153949
org.eclipse.osgi.framework.internal.core.FrameworkConsole,4,0.041338,0,0,1.01,0.417878,0,0,0,7.996236,0,1.01,2.02,0,0,19,0.029214,0,2.468792,0,0,2.03,12,207,0,16,1,1,0,0,50,0,65,0.047738,0.03094,0.296149,2.03,3.17,12,4.11,16,0,2.03,0,2.03,0.362266,0,0.033644,0,0.072241,0,9,0.034355,8.51,0.010582,0.046053
org.eclipse.osgi.framework.internal.core.FrameworkProperties,0,0,0.580303,0,0,0.03766,0,9.12,0,1.754226,0,0,0,0,0,6,0,0,0.557121,0,0,0,0,41,0,5,1,39,0,0,0,0,20,0,0,0,0,0,39,0,2,2,0,0,9.12,0.087092,0,0,0,0,0,5,0.575383,0,0.000206,0
org.eclipse.osgi.framework.internal.core.FrameworkSecurityManager,1,0.011119,0.110032,0,0,0.076602,0.014085,1.01,0,4.08203,0,0,1.01,0,0,8,0,0,1.102467,0,0,1.01,1,118,0,7,2,3,0,0,15,0,44,0.013277,0,0.036761,0,1.02,4,3.11,1,0,1.01,0,1.01,0.120731,0,0,0,0.0356,0,5,0.101076,3.19,0.000206,0.013674
org.eclipse.osgi.framework.internal.core.GlobalPolicy,0,0,0,0,0,0.095015,0,0,0,2.702885,0,0,0,0,0,4,0,0,0.665124,0,0,0,5,35,0,3,1,1,0,0,0,0,13,0,0,0.035204,0,0,6,2.13,1,1,0,0,0,0.047161,0,0,0,0.03793,0,3,0,2.23,0,0
org.eclipse.osgi.framework.internal.core.IBuddyPolicy,0,0,0,0,0,0.003523,0,0,0,0.826438,0,0,0,0,0,3,0,0,0.188059,0,0,0,0,5,0,3,0,5,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0.010203,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.framework.internal.core.ManifestLocalization,5,0,0.043478,0,0,0.083648,0,1.01,0,3.886262,0,0,0,0,0,8,0,0,1.200294,0,0,0,5,132,0,7,1,4,0,0,17,0,48,0,0,0.331001,1.01,0,8,2.04,4,4,0,0,2.02,0.171553,0,0.010321,0,0.031555,0,0,0.053817,5.18,0.081423,0
org.eclipse.osgi.framework.internal.core.Msg,0,0,0.083335,7.74,7.75,0.057189,0,3.04,0.011195,4.088244,0.258852,0,0,61,0,1,0,1.01,1.19622,0,0.044047,0,1,67,3,0,2,17,0,1.01,0,3.05,2,0,0.249493,0.214173,1.01,0,18,0,62,1,0,0.011494,4.05,0.152433,2.06,0.011047,0.032041,0,6,0,0.089153,7.75,0.000485,0
org.eclipse.osgi.framework.internal.core.MultiSourcePackage,0,0.00819,0,0,0,0.027231,0.010095,0,0,3.735693,0,0,1.01,0,0,5,0,0,0.889318,0,0,1.01,3,34,1,4,2,1,0,0,0,0,10,0.009713,0,0.040853,1.01,1.03,3,3.14,1,0,1.01,0,0,0.057913,2.02,0.024024,0.021161,0.043925,7,4,0,3.48,0,0.009728
org.eclipse.osgi.framework.internal.core.NullPackageSource,0,0.018162,0,0,1.01,0.014748,0.020061,0,0,4.561409,0,0,2.02,0,0,8,0,0,1.199894,0,0,2.02,4,34,1,7,2,1,0,0,21,0,12,0.020367,0.011028,0.018183,1.02,2.11,5,2.06,1,0,2.02,0,1.02,0.123137,2.02,0.010716,0.021161,0.01998,6,7,0.010513,2.14,0.000206,0.020381
org.eclipse.osgi.framework.internal.core.OSGi,0,0,0,0,0,0.017798,0,0,0,2.99096,0,0,0,0,0,8,0,0,0.8411,0,0,0,7,34,0,7,1,4,0,0,1,0,17,0,0,0,1.01,0,11,1.01,1,0,0,0,1.01,0.103186,0,0.011047,0,0.010384,0,5,0.007207,0,0.000206,0
org.eclipse.osgi.framework.internal.core.PackageAdminImpl,10,0.162651,0.089132,0,1.06,0.667674,0.010095,7.13,0.010711,17.729008,0,7.08,7.1,0,0,26,0.072333,1.03,4.911328,0,0,7.1,44,487,0,25,1,8,0,0,90,0,146,0.199832,0.009963,0.632281,9.11,10.08,48,21.52,1,0,1.02,0,12.18,0.55402,0,0.152648,0,0.540582,0,11,0.189921,25,0.000775,0.198197
org.eclipse.osgi.framework.internal.core.PackageSource,0,0.018144,0.010178,0,0,0.020274,0.02027,1.02,0,6.161441,0,0,2.03,0,3,12,0,0,1.517957,0,0,2.03,2,43,0,11,1,8,0,0,43,0,16,0.020174,0,0.033353,2.02,2.27,9,3.05,1,0,2.03,0,2.03,0.113024,0,0.019866,0,0.029336,0,11,0.020852,3.34,0,0.020189
org.eclipse.osgi.framework.internal.core.ParentPolicy,0,0,0,0,0,0.005284,0,0,0,0.826438,0,0,0,0,0,4,0,0,0.188059,0,0,0,1,11,0,3,1,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0.010203,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.framework.internal.core.PermissionAdminImpl,0,0.029414,0.029447,0,1.01,0.119835,0,2.02,0.009517,7.735003,0,0,1.01,0,0,14,0,1.01,1.930471,0,0,1.01,22,267,0,13,1,6,0,0,30,0,59,0.013277,0.013158,0.061777,3.13,3.49,26,4.34,6,1,0,0,4.14,0.164404,0,0.036724,0,0.042082,0,5,0.052187,6.97,0.000206,0.013674
org.eclipse.osgi.framework.internal.core.PermissionsHash,0,0,0.019795,0,0,0.008651,0,2.02,0,1.722816,0,0,0,0,0,4,0,0,0.409081,0,0,0,0,29,0,3,2,1,0,0,0,0,14,0,0,0,0,0,1,0,2,1,0,0,2.02,0.02589,0,0,0,0,0,3,0.020831,0,0,0
org.eclipse.osgi.framework.internal.core.PolicyHandler,3,0,0,0,0,0.069594,0,0,0,3.318045,0,0,0,0,0,9,0,0,0.944954,0,0,0,13,126,0,8,1,1,0,0,12,0,44,0,0,0.015291,0,0,13,2.07,11,9,0,0,0,0.115513,0,0,0,0.03793,0,4,0,1.09,0.000206,0
org.eclipse.osgi.framework.internal.core.ReferenceInputStream,0,0,0.015104,0,0,0.00925,0,1.02,0,2.549254,0,0,0,0,0,3,0,0,0.597139,0,0,0,0,12,0,2,2,3,0,0,1,0,4,0,0,0,0,0,3,0,1,0,0,0,1.02,0.036093,0,0,0,0,0,2,0.015184,0,0,0
org.eclipse.osgi.framework.internal.core.RegisteredPolicy,0,0,0,0,0,0.08389,0,0,0,2.702885,0,0,0,0,0,4,0,0,0.665124,0,0,0,11,76,3,3,2,1,0,0,3,0,24,0,0,0.035204,0,0,12,2.11,0,0,0,0,0,0.047161,0,0,0,0.03793,0,3,0,2.21,0,0
org.eclipse.osgi.framework.internal.core.SecurePermissionStorage,0,0,0,0,0,0.017217,0,0,0,4.217299,0,0,0,0,0,7,0,0,0.973449,0,0,0,1,76,0,6,1,1,0,0,0,0,15,0,0,0,0,0,2,0,10,10,0,0,0,0.056154,0,0,0,0,0,6,0,0,0,0
org.eclipse.osgi.framework.internal.core.ServiceReferenceImpl,1,0,0,0,0,0.059064,0.010095,0,0,4.221416,0,1.01,2.02,0,0,14,0.01194,0,1.137223,0,0,2.02,11,101,0,13,1,7,0,0,0,0,35,0.021739,0,0.066514,3.07,0,15,5.17,1,0,1.01,0,3.05,0.12395,0,0.041412,0,0.142801,0,9,0.03654,5.54,0.000206,0.021754
org.eclipse.osgi.framework.internal.core.ServiceRegistrationImpl,1,0,0.019608,2.06,1.03,0.386302,0,1.01,0.088093,7.79278,0.110715,1.01,1.04,0,0,17,0.108389,1.1,2.007321,0,0,1.04,16,286,0,16,1,6,0,0,0,0,52,0.105723,0.009309,0.150984,2.02,0,19,3.07,15,10,0,0,3.03,0.183062,0,0.029615,0,0.127493,0,4,0.046152,5.79,0.000206,0.105723
org.eclipse.osgi.framework.internal.core.ServiceRegistryImpl,0,0,0,0,0,0.021041,0,0,0,2.715509,0,0,0,0,0,7,0,0,0.639422,0,0,0,6,110,0,6,1,1,0,0,0,0,19,0,0,0,1.01,0,7,1.01,3,0,0,0,1.01,0.039353,0,0,0,0.015505,0,6,0.019608,0,0,0
org.eclipse.osgi.framework.internal.core.ServiceUse,0,0,0,0,0,0.05706,0,0,0.088093,3.460395,0,0,0,0,0,4,0,1.05,1.057849,0,0,0,12,113,0,3,1,1,0,0,0,0,19,0,0,0.09712,2.02,0,12,0,5,5,0,0,2.02,0.162477,0,0.09892,0,0,0,0,0.111415,2.26,0.000691,0
org.eclipse.osgi.framework.internal.core.SingleSourcePackage,0,0,0.010296,0,2.02,0.018029,0.02027,1.02,0,4.016368,0,0,2.02,0,1,7,0,0,0.990741,0,0,2.02,3,30,1,6,2,6,0,0,0,0,13,0.020174,0.059118,0.057102,1.01,0,6,3.08,1,0,2.02,0,1.01,0.076309,2.02,0.010321,0.021161,0.059046,7,6,0.010339,3.15,0,0.020189
org.eclipse.osgi.framework.internal.core.StartLevelEvent,0,0,0,0,0,0.008651,0,0,0,1.722816,0,0,0,2,0,4,0,0,0.409081,0,0,0,1,23,0,3,2,1,0,0,3,0,5,0,0,0,0,0,2,0,6,4,0,0,0,0.02589,0,0,0,0,0,3,0,0,0,0
org.eclipse.osgi.framework.internal.core.StartLevelManager,8,0.10096,0.03513,0,3.03,0.412807,0.093122,2.02,0.063391,9.749815,0,1.01,4.06,0,0,30,0.02381,3.03,2.614834,0,0,4.06,27,388,0,29,1,7,0,0,228,0,98,0.112581,0.064839,0.315614,5.08,7.99,31,13.28,8,3,3.03,0,5.07,0.274717,0,0.250231,0,0.450525,0,12,0.267591,12.98,0.002196,0.112581
org.eclipse.osgi.framework.internal.core.SystemBundle,0,0.197494,0.059659,0,1.01,0.208491,0.010095,5.05,0,6.865403,0,0,5.11,0,0,20,0,0,1.979983,0,0.048982,5.11,16,100,9,19,3,9,0,0,169,4.05,48,0.030671,0.00703,0.256088,5.08,7.28,22,7.2,1,0,3.03,0,7.11,0.269901,11.14,0.074694,0.110922,0.339037,57,8,0.101803,6.44,0.012012,0.030852
org.eclipse.osgi.framework.internal.core.SystemBundleActivator,0,0,0,0,1.01,0.02652,0,0,0,3.784005,0,0,0,0,0,4,0,0,0.902292,0,0,0,18,55,0,3,1,0,0,0,0,0,19,0,0.00703,0.049989,3.04,0,18,2.02,8,0,0,0,3.04,0.061955,0,0.064642,0,0.019652,0,2,0.060654,4.07,0,0
org.eclipse.osgi.framework.internal.core.SystemBundleLoader,1,0.052981,0.030586,1.01,3.05,0.171493,0.030374,2.02,0.060972,3.44074,0,1.01,3.08,1,0,12,0.040483,2.04,0.852342,0,0.043199,3.08,11,115,11,11,2,3,0,0,35,6.18,39,0.075572,0.077817,0.065387,2.07,3.77,12,3.29,5,4,2.02,0,4.1,0.066792,10.23,0.05614,0.160316,0.068821,22,5,0.084762,3.92,0,0.075572
org.eclipse.osgi.framework.internal.core.SystemPolicy,0,0,0,0,0,0.015975,0,0,0,1.441598,0,0,0,3,0,7,0,0,0.467889,0,0,0,1,52,0,5,1,1,0,0,0,0,15,0,0,0,0,0,2,0,5,2,0,0,0,0.078554,0,0,0,0,0,4,0,0,0.000206,0
org.eclipse.osgi.framework.internal.core.Tokenizer,1,0,0,0,0,0.057413,0,0,0,2.220037,0,1.01,1.01,0,0,6,0.020109,0,0.546214,0,0,1.01,0,96,0,5,1,3,0,0,0,0,12,0.020241,0,0.019913,0,0,3,1.02,3,0,0,0,0,0.038836,0,0,0,0.022656,0,4,0,1.29,0,0.020241
org.eclipse.osgi.framework.internal.core.Util,0,0,0.093382,0,0,0.008651,0,5.05,0,1.722816,0,0,0,0,0,8,0,0,0.409081,0,0,0,0,94,0,7,1,5,0,0,21,0,18,0,0,0,0,0,5,0,0,0,0,0,5.05,0.02589,0,0,0,0,0,7,0.090608,0,0,0
