name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.apache.lucene.analysis.nl.DutchStemmer,16,0,0,0,0,0.013413,0,0,0,2.182847,0,0,0,0,0,19,0,0,1.312348,0,0,0,0,287,0,18,1,1,0,0,131,0,37,0,0,0,0,0,1,0,5,5,0,0,0,0.354263,0,0,0,0,0,1,0,0,0.242286,0
org.apache.lucene.analysis.nl.WordlistLoader,1,0,0.015996,0,0,0.00264,0,1.01,0,2.302861,0,0,0,0,0,6,0,0,1.354272,0,0,0,0,64,0,5,1,0,0,0,10,0,16,0,0,0,1.01,0,0,0,0,0,0,0,2.02,0.359447,0,0.013632,0,0,0,4,0.026433,0,0.242286,0
org.apache.lucene.analysis.payloads.NumericPayloadTokenFilter,0,0.035573,0,0,0,0.050402,0.045655,0,0,1.594563,0,0,1.03,0,0,2,0,0,0.765873,0,0,1.03,5,17,1,1,3,0,0,0,0,0,9,0.042421,0,0.218246,1.01,1.06,5,1.04,2,2,1.03,0,1.01,0.201277,0,0.046177,0,0.04307,3,1,0.047109,2.18,0.03109,0.045912
org.apache.lucene.analysis.payloads.PayloadHelper,0,0,0,0,0,0.02964,0,0,0,0.492017,0,0,0,0,0,7,0,0,0.161582,0,0,0,0,25,0,6,1,2,0,0,15,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0.023429,0,0,0,0,0,6,0,0,0,0
org.apache.lucene.analysis.payloads.TokenOffsetPayloadTokenFilter,0,0,0,0,0,0.022744,0,0,0,1.116484,0,0,0,0,0,2,0,0,0.61123,0,0,0,5,17,1,1,3,0,0,0,0,0,9,0,0,0.17703,0,0,5,0,0,0,0,0,0,0.179546,0,0,0,0,3,1,0,1.01,0.03109,0
org.apache.lucene.analysis.payloads.TypeAsPayloadTokenFilter,0,0,0,0,0,0.020006,0,0,0,1.102546,0,0,0,0,0,2,0,0,0.604291,0,0,0,4,13,1,1,3,0,0,0,0,0,9,0,0,0.17703,0,0,4,0,0,0,0,0,0,0.177848,0,0,0,0,3,1,0,1.01,0.03109,0
org.apache.lucene.analysis.query.QueryAutoStopWordAnalyzer,0,0,0,0,0,0.028542,0,0,0,1.081967,0,0,0,1,0,9,0,0,0.607902,0,0,0,6,82,0,8,2,0,0,0,16,0,39,0,0,0,0,0,6,1.01,3,0,0,0,0,0.181533,0,0,0,0.226957,4,8,0,0,0.03109,0
org.apache.lucene.analysis.ru.RussianAnalyzer,1,0,0,0,0,0.003808,0,0,0,2.064253,0,0,0,0,0,6,0,0,1.321201,0,0,0,7,180,0,2,2,0,0,0,1,0,17,0,0,0,0,0,7,0,32,32,0,0,0,0.3638,3.05,0,0.058468,0,4,1,0,0,0.242286,0
org.apache.lucene.analysis.ru.RussianCharsets,0,0,0,0,0,0.008065,0,0,0,1.998804,0,0,0,3,0,2,0,0,0.625098,0,0,0,0,268,0,1,1,2,0,0,0,0,3,0,0,0.077021,0,0,2,0,3,0,0,0,0,0.088422,0,0,0,0,0,1,0,1.3,0.000027,0
org.apache.lucene.analysis.ru.RussianLetterTokenizer,0,0,0,0,0,0.001561,0,0,0,1.405652,0,0,0,0,0,2,0,0,0.377828,0,0,0,1,20,1,1,4,1,0,0,0,0,4,0,0,0,0,0,2,0,1,1,0,0,0,0.034499,2.03,0,0.057725,0,6,0,0,0,0,0
org.apache.lucene.analysis.ru.RussianLowerCaseFilter,0,0,0,0,0,0.002578,0,0,0,2.030119,0,0,0,0,0,2,0,0,0.827475,0,0,0,4,23,1,1,3,1,0,0,0,0,7,0,0,0.17703,0,0,5,1.04,1,0,0,0,0,0.190616,2.02,0,0.057725,0.226957,3,1,0,1.01,0.03109,0
org.apache.lucene.analysis.ru.RussianStemFilter,0,0,0,0,1.01,0.002772,0,0,0.243494,2.030119,0,0,0,0,0,3,0,1.01,0.827475,0,0,0,4,28,1,2,3,1,0,0,0,0,10,0,0.244556,0.17703,0,0,5,1.03,1,1,0,0,0,0.190616,2.02,0,0.057725,0.226957,3,2,0,1.06,0.03109,0
org.apache.lucene.analysis.ru.RussianStemmer,16,0,0,0,0,0.001561,0,0,0,1.405652,0,0,0,0,0,21,0,0,0.377828,0,0,0,0,433,0,19,1,1,0,0,145,0,31,0,0,0,0,0,1,0,40,40,0,0,0,0.034499,0,0,0,0,0,3,0,0,0,0
org.apache.lucene.analysis.shingle.ShingleAnalyzerWrapper,0,0,0,0,0,0.042886,0,0,0,1.10971,0,0,0,0,0,9,0,0,0.442953,0,0,0,4,40,0,5,2,0,0,0,0,0,15,0,0,0,0,0,4,0,3,0,0,0,0,0.09082,0,0,0,0,4,5,0,0,0.000028,0
org.apache.lucene.analysis.shingle.ShingleFilter,3,0,0,0,0,0.089188,0,0,0,1.734177,0,0,0,3,0,10,0,0,0.8926,0,0,0,3,142,1,7,3,1,0,0,9,0,41,0,0,0.17703,0,0,4,1.04,10,7,0,0,0,0.246937,0,0,0,0.226957,3,4,0,1.12,0.031118,0
org.apache.lucene.analysis.shingle.ShingleMatrixFilter,2,0,0,0,0,0.231206,0,0,0,1.926127,0,0,0,3,0,21,0,0,1.854522,0,0,0,3,247,0,16,2,0,0,0,66,0,71,0,0,0.570236,0,0,3,1.02,17,14,0,0,0,0.640753,0,0,0,0.459605,2,14,0,2.08,0.31924,0
org.apache.lucene.analysis.sinks.DateRecognizerSinkTokenizer,0,0,0,0,0,0.034768,0,0,0,1.102546,0,0,0,1,0,5,0,0,0.604291,0,0,0,2,29,3,1,4,0,0,0,0,0,11,0,0,0,0,0,2,1.03,2,0,0,0,0,0.177848,0,0,0,0.226957,6,1,0,0,0.03109,0
org.apache.lucene.analysis.sinks.TokenRangeSinkTokenizer,0,0,0,0,0,0.021857,0,0,0,0.478079,0,0,0,0,0,4,0,0,0.154643,0,0,0,2,23,3,2,4,0,0,0,0,0,6,0,0,0,0,0,2,0,3,3,0,0,0,0.021731,0,0,0,0,5,2,0,0,0,0
org.apache.lucene.analysis.sinks.TokenTypeSinkTokenizer,0,0,0,0,0,0.021557,0,0,0,1.102546,0,0,0,0,0,4,0,0,0.604291,0,0,0,2,19,3,1,4,0,0,0,0,0,9,0,0,0,0,0,2,1.01,1,1,0,0,0,0.177848,0,0,0,0.226957,6,1,0,0,0.03109,0
org.apache.lucene.analysis.snowball.SnowballAnalyzer,0,0,0,0,0,0.001514,0,0,0,1.509169,0,0,0,0,0,3,0,0,0.675786,0,0,0,7,20,0,1,2,0,0,0,0,0,9,0,0,0,0,0,7,0,2,2,0,0,0,0.173811,3.05,0,0.058468,0,4,1,0,0,0.03109,0
org.apache.lucene.analysis.snowball.SnowballFilter,0,0,0,0,1.02,0.035678,0,0,0.243494,1.898262,0,0,0,0,0,3,0,1.02,0.764576,0,0,1.01,4,29,1,1,3,1,0,0,0,0,15,0.213074,0.244556,0.188463,0,0,5,2.06,1,1,0,0,0,0.178674,2.02,0,0.057725,0.239235,3,1,0,2.04,0.03109,0
org.apache.lucene.analysis.standard.StandardAnalyzer,0,0.046002,0.267437,1.01,3.04,0.063157,0.176876,11.17,0.140387,5.341367,0.05,0,4.07,2,0,18,0,3.03,1.659754,0,0,7.15,8,92,0,8,2,11,0,0,4,0,34,0.205487,0.129261,0.225331,2.03,1.04,18,7.26,6,4,4.07,0,10.15,0.248347,3.04,0.023812,0.058468,0.203779,3,8,0.220388,8.75,0.045096,0.176475
org.apache.lucene.analysis.standard.StandardFilter,0,0,0.015996,0,0,0.008251,0,1.01,0,2.030119,0,0,0,0,0,2,0,0,0.827475,0,0,0,4,31,1,1,3,8,0,0,0,0,8,0,0,0.201106,0,0,12,1.08,2,2,0,0,1.01,0.190616,2.02,0,0.057725,0.029757,3,1,0.016064,2.03,0.03109,0
org.apache.lucene.analysis.standard.StandardTokenizer,0,0.095312,0.082251,3.14,5.22,0.142686,0.123508,3.03,0.119783,3.863269,0.115459,1.03,3.11,11,0,10,0.028911,3.08,1.411039,0,0,3.14,5,88,1,8,3,10,0,0,14,0,24,0.118737,0.22954,0.398905,2.05,3.14,13,3.22,14,3,3.09,0,3.06,0.277588,1.01,0.07438,0.026316,0.118822,2,7,0.055648,7.92,0.031093,0.123231
org.apache.lucene.analysis.standard.StandardTokenizerImpl,11,0,0,1.01,1.01,0.254707,0,0,0,2.192823,0,0,0,12,0,24,0,0,0.925585,0,0,0,2,426,0,22,1,2,0,0,149,0,33,0,0.04483,0.297496,1.01,0,3,0,41,29,0,0,0,0.206657,0,0.054568,0,0,0,10,0,3.65,0.045098,0
org.apache.lucene.analysis.th.ThaiAnalyzer,0,0,0,0,0,0.002938,0,0,0,1.418159,0,0,0,0,0,2,0,0,1.128134,0,0,0,7,9,0,1,2,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0.341753,1.03,0,0.031409,0,4,1,0,0,0.242286,0
org.apache.lucene.analysis.th.ThaiWordFilter,0,0,0,0,0,0.006417,0,0,0,2.042626,0,0,0,0,0,2,0,0,1.577782,0,0,0,3,40,1,1,3,1,0,0,0,0,23,0,0,0.17703,0,0,4,1.05,2,2,0,0,0,0.497869,2.02,0,0.057725,0.226957,3,1,0,1.04,0.273376,0
org.apache.lucene.ant.ConfigurableDocumentHandler,0,0,0,0,0,0.003555,0,0,0,1.565074,0,0,0,0,0,1,0,0,0.377334,0,0,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.025254,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.ant.DocumentHandler,0,0,0,0,0,0.004653,0,0,0,2.75822,0,0,0,0,0,1,0,0,1.467648,0,0,0,2,4,0,1,0,3,0,0,0,0,1,0,0,0,1.01,0,5,0,0,0,0,0,1.01,0.368622,0,0.013632,0,0,0,1,0.01037,0,0.242286,0
org.apache.lucene.ant.DocumentHandlerException,0,0,0,0,0,0.004339,0,0,0,2.223676,0,0,0,0,0,7,0,0,1.320708,0,0,0,0,37,0,4,3,3,0,0,0,0,14,0,0,0,0,0,3,0,1,1,0,0,0,0.354555,0,0,0,0,0,4,0,0,0.242286,0
org.apache.lucene.ant.DocumentTestCase,0,0,0,0,0,0.003555,0,0,0,1.565074,0,0,0,0,0,2,0,0,0.377334,0,0,0,0,12,0,1,2,0,0,0,0,0,7,0,0,0,1.01,0,0,0,0,0,0,0,1.01,0.025254,0,0.013632,0,0,0,0,0.01037,0,0,0
org.apache.lucene.ant.FileExtensionDocumentHandler,0,0,0,0,0,0.004653,0,0,0,2.75822,0,0,0,0,0,2,0,0,1.467648,0,0,0,5,19,0,1,1,1,0,0,0,0,7,0,0,0,1.01,0,6,0,0,0,0,0,1.01,0.368622,0,0.013632,0,0,0,1,0.01037,0,0.242286,0
org.apache.lucene.ant.HtmlDocument,1,0,0,0,0,0.08146,0,0,0,3.080985,0,0,0,0,0,8,0,0,1.511553,0,0,0,3,98,0,6,1,1,0,0,13,0,37,0,0,0,3.03,0,4,1.01,1,1,0,0,3.03,0.364222,0,0.044358,0,0.007382,0,5,0.040899,0,0.242286,0
org.apache.lucene.ant.IndexTask,1,0,0,0,0,0.016232,0,0,0,4.012375,0,0,0,0,0,12,0,0,1.781624,0,0,0,17,167,0,11,2,0,0,0,33,0,60,0,0,0.018351,3.03,0,17,1.01,10,10,0,0,3.03,0.396478,0,0.04298,0,0.007382,0,10,0.038738,2.05,0.242286,0
org.apache.lucene.ant.TextDocument,0,0,0,0,0,0.008094,0,0,0,3.474009,0,0,0,0,0,3,0,0,1.624466,0,0,0,3,27,0,2,1,1,0,0,1,0,15,0,0,0.00723,2.02,0,4,1.01,1,1,0,0,2.02,0.376078,0,0.029647,0,0.007382,0,2,0.026433,1.01,0.242286,0
org.apache.lucene.demo.DeleteFiles,0,0,0,0,0,0.006001,0,0,0,2.750812,0,0,0,0,0,2,0,0,0.683015,0,0,0,4,23,0,1,1,0,0,0,0,0,12,0,0,0.011121,0,0,4,0,0,0,0,0,0,0.0494,0,0,0,0,0,1,0,1.01,0,0
org.apache.lucene.demo.FileDocument,0,0,0,0,0,0.002366,0,0,0,1.543304,0,0,0,0,0,2,0,0,1.169512,0,0,0,4,13,0,1,1,1,0,0,0,0,10,0,0,0,2.02,0,5,0,0,0,0,0,2.02,0.346995,0,0.029647,0,0,0,1,0.026433,0,0.242286,0
org.apache.lucene.demo.HTMLDocument,0,0,0,0,0,0.008004,0,0,0,2.126527,0,0,0,0,0,4,0,0,1.300786,0,0,0,5,29,0,3,1,1,0,0,1,0,21,0,0,0.009963,2.02,0,6,1.01,1,0,0,0,2.02,0.353856,0,0.029647,0,0.011004,0,3,0.026433,1.06,0.242286,0
org.apache.lucene.demo.IndexFiles,0,0,0,0,0,0.005262,0.009559,0,0,1.849758,0,0,0,0,0,3,0,0,0.490708,0,0,0,4,55,0,2,1,0,0,0,1,0,22,0,0,0.011121,1.01,0,4,0,1,0,1.01,0,1.01,0.045147,0,0.013632,0,0,0,1,0.01037,1.01,0,0
org.apache.lucene.demo.IndexHTML,2,0,0,0,0,0.018772,0,0,0,3.691678,0,0,0,0,0,4,0,0,0.967596,0,0,0,7,102,0,3,1,0,0,0,0,0,39,0,0,0.10095,1.01,0,7,0,4,4,0,0,1.01,0.088631,0,0.013632,0,0,0,1,0.01037,3.03,0,0
org.apache.lucene.demo.SearchFiles,0,0.086326,0,0,0,0.029548,0.096023,0,0,3.580205,0,0,1.02,0,0,4,0,0,1.02954,0,0,1.02,13,174,0,3,1,0,0,0,3,0,36,0.098548,0,0.116512,2.05,1.03,13,2.07,0,0,1.02,0,2.05,0.124752,0,0.10728,0,0.102138,0,3,0.10983,4.78,0.000083,0.098548
org.apache.lucene.demo.html.Entities,0,0,0,0,0,0.002627,0,0,0,1.543304,0,0,0,0,0,4,0,0,1.169512,0,0,0,0,302,0,3,1,1,0,0,0,0,19,0,0,0,0,0,1,0,2,0,0,0,0,0.346995,0,0,0,0,0,1,0,0,0.242286,0
org.apache.lucene.demo.html.HTMLParser,11,0.207394,0,0,0,0.006187,0.217907,0,0,3.272715,0,0,1.01,5,0,39,0,0,1.147196,0,0,3.04,8,655,0,34,1,2,0,0,221,0,89,0.244668,0,0.239254,2.02,1.33,9,4.07,40,19,1.01,0,2.02,0.220174,0,0.028343,0,0.294151,0,19,0.024835,4.18,0.03109,0.213252
org.apache.lucene.demo.html.HTMLParserConstants,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,73,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.demo.html.HTMLParserTokenManager,46,0,0,0,0,0.000291,0,0,0,0.624467,0,0,0,4,0,54,0,0,0.449648,0,0,0,4,1614,0,52,1,1,0,0,360,0,66,0,0,0.17703,0,0,5,0,18,2,0,0,0,0.156117,0,0,0,0,0,5,0,1.02,0.03109,0
org.apache.lucene.demo.html.ParseException,0,0,0,0,0,0.000635,0,0,0,1.514438,0,0,0,3,0,5,0,0,0.733446,0,0,0,1,109,0,2,3,2,0,0,1,0,17,0,0,0,0,0,3,0,5,0,0,0,0,0.194811,0,0,0,0,0,1,0,0,0.03109,0
org.apache.lucene.demo.html.ParserThread,0,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,0,0,2,0,0,0.226138,0,0,0,3,26,0,1,2,1,0,0,0,0,10,0,0,0,0,0,3,0,1,0,0,0,0,0.017694,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.demo.html.SimpleCharStream,0,0.207394,0,0,1.01,0.015602,0.251369,0,0,1.824968,0,0,3.09,2,0,36,0,0,0.743344,0,0,3.12,0,352,0,27,1,2,0,0,97,0,45,0.246418,0.244556,0.204695,1.01,1.97,2,3.13,16,0,3.07,0,1.01,0.176359,0,0.014711,0,0.256439,0,22,0.014466,3.43,0.03109,0.246802
org.apache.lucene.demo.html.Tags,0,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,1,0,1,0,0,0.226138,0,0,0,0,35,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0.017694,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.demo.html.Token,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,18,0,2,1,3,0,0,1,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.demo.html.TokenMgrError,0,0,0,0,0,0.00015,0,0,0,1.514438,0,0,0,0,0,6,0,0,0.733446,0,0,0,0,71,0,3,3,2,0,0,3,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0.194811,0,0,0,0,0,1,0,0,0.03109,0
org.apache.lucene.document.AbstractField,0,0.47976,0.152136,0,2.03,0.085929,0.417907,5.1,0,3.624377,0,0,2.06,0,1,24,0,0,2.529188,0,0,2.06,2,200,0,22,1,6,0,0,177,0,33,0.408422,0.444556,0.927052,0,4.09,7,2.06,16,0,2.06,0,5.1,0.791191,0,0,0,0.412291,0,21,0.151707,4.37,0.329068,0.4086
org.apache.lucene.document.DateField,0,0,0.029101,0,0,0.007329,0,2.03,0,2.230039,0,0,0,0,0,7,0,0,0.545028,0,0,0,0,39,0,6,1,1,0,0,13,0,19,0,0,0.010238,0,0,1,0,1,1,0,0,2.03,0.037496,0,0,0,0,0,6,0.029172,1.01,0,0
org.apache.lucene.document.DateTools,0,0.013988,0.046712,0,2.08,0.022099,0,3.03,0.013176,2.744278,0,0,0,0,0,7,0,2.08,0.721778,0,0,0,0,137,0,6,1,5,0,0,11,0,21,0,0.009372,0.019717,0,2.08,5,2.04,8,8,0,0,3.03,0.065136,0,0,0,0.029837,0,6,0.046778,2.42,0,0
org.apache.lucene.document.Document,0,0,0.857566,0,1.04,0.019814,0.015564,25.59,0.040537,5.583494,0,0,1.03,0,0,17,0,1.04,2.464102,0,0,1.03,3,134,0,16,1,57,0,0,0,0,37,0.016326,0.063093,0.089496,1.02,0,60,2.05,6,5,1.03,0,25.61,0.540738,0,0.016119,0,0.032745,0,16,0.861385,3.28,0.242371,0.016326
org.apache.lucene.document.Field,0,0.279114,0.490248,0,2.13,0.201752,0.304537,13.47,0.021738,8.845681,0,1.01,6.32,0,0,17,0.011883,2.13,3.344466,0,0.443307,6.37,3,152,16,9,2,21,0,1.01,36,3.16,23,0.295567,0.022841,0.655354,3.04,9.74,23,7.45,0,0,6.31,0,14.48,0.651486,3.22,0.056177,0.256025,0.320183,22,9,0.513659,10.29,0.273377,0.297327
org.apache.lucene.document.FieldSelector,0,0,0.135502,0,0,0.012884,0,4.07,0,2.46057,0,0,0,0,0,1,0,0,0.778943,0,0,0,1,3,0,1,0,16,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,4.07,0.114696,0,0,0,0,0,1,0.135868,0,0.000083,0
org.apache.lucene.document.FieldSelectorResult,0,0,0,2.03,2.03,0.046733,0,0,0,3.716342,0,0,0,7,0,3,0,0,1.07579,0,0,0,0,23,0,2,1,6,0,0,0,0,4,0,0.040584,0.01788,0,0,6,0,8,1,0,0,0,0.130464,0,0,0,0,0,2,0,1.02,0.000083,0
org.apache.lucene.document.Fieldable,0,0.370143,0.582098,0,0,0.065181,0.444223,9.22,0,4.057075,0,0,3.07,0,0,24,0,0,1.714163,0,0,3.07,1,26,0,24,0,34,0,0,276,0,24,0.432664,0,0.359383,1.01,4.4,35,3.07,0,0,3.07,0,10.23,0.40358,0,0.025451,0,0.43294,0,24,0.611898,3.07,0.041686,0.433888
org.apache.lucene.document.LoadFirstFieldSelector,0,0,0,0,0,0.007882,0,0,0,1.434131,0,0,0,0,0,2,0,0,0.477597,0,0,0,2,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0.079909,0,0,0,0,0,1,0,0,0.000083,0
org.apache.lucene.document.MapFieldSelector,0,0,0,0,0,0.0108,0,0,0,2.667988,0,0,0,0,0,4,0,0,1.47212,0,0,0,2,20,0,1,1,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,0.374851,0,0,0,0,0,1,0,0,0.242286,0
org.apache.lucene.document.NumberTools,0,0,0,0,0,0.002428,0,0,0,1.334794,0,0,0,3,0,3,0,0,0.36595,0,0,0,0,50,0,2,1,0,0,0,0,0,16,0,0,0,0,0,0,0,6,3,0,0,0,0.035698,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.document.SetBasedFieldSelector,0,0,0,0,0,0.015645,0,0,0,1.434131,0,0,0,0,0,2,0,0,0.477597,0,0,0,2,18,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,2,0,0,0,0.079909,0,0,0,0,0,1,0,0,0.000083,0
org.apache.lucene.index.BufferedDeletes,0,0,0,0,0,0.010628,0,0,0,0.521578,0,0,0,0,0,5,0,0,0.192555,0,0,0,3,72,0,4,1,1,0,0,0,0,29,0,0,0,0,0,4,0,4,0,0,0,0,0.034772,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.index.ByteBlockPool,0,0,0.211126,0,0,0.013843,0,2.02,0.090909,1.759594,0,0,0,4,0,5,0,1.01,0.799397,0,0,0,1,67,0,4,1,4,0,0,0,0,10,0,0,0,0,0,5,0,10,2,0,0,2.02,0.196172,0,0,0,0,0,4,0.219387,0,0.004372,0
org.apache.lucene.index.ByteSliceReader,0,0.118844,0.126854,0,0,0.010991,0.161399,1.02,0,1.166442,0,0,1.01,3,0,11,0,0,0.552126,0,0,1.01,4,88,0,10,2,5,0,0,15,0,14,0.126537,0,0.081925,0,1.01,9,1.01,8,0,1.01,0,1.03,0.142249,1.01,0,0.071429,0.082882,10,10,0.135115,1.07,0.004345,0.126537
org.apache.lucene.index.ByteSliceWriter,0,0,0.126854,0,0,0.014841,0,1.01,0,0.593153,0,0,0,0,0,6,0,0,0.24727,0,0,0,2,49,0,5,1,0,0,0,0,0,7,0,0,0,0,0,2,0,4,3,0,0,1.01,0.053923,0,0,0,0,0,5,0.135115,0,0.000027,0
org.apache.lucene.index.CharBlockPool,0,0,0.126854,0,0,0.005251,0,1.01,0,1.166442,0,0,0,4,0,3,0,0,0.552126,0,0,0,1,29,0,2,1,4,0,0,0,0,6,0,0,0,0,0,5,0,7,1,0,0,1.01,0.142249,0,0,0,0,0,2,0.135115,0,0.004345,0
org.apache.lucene.index.CheckIndex,3,0.988209,0.061046,1.01,3.04,0.383287,1.379561,1.01,0.811278,5.53665,0,3.03,5.09,1,0,11,1.5,1.03,30.793706,0,0,5.09,14,391,0,10,1,1,0,0,37,0,81,1.505789,1.040508,1.515186,3.03,4.37,15,8.26,4,3,4.06,0,4.04,0.937583,0,1.543478,0,1.799294,0,7,1.591582,10.56,0.532692,1.416101
org.apache.lucene.index.CompoundFileReader,0,0.031646,0.054064,0,1.01,0.046407,0.03684,3.03,0.025998,3.913338,0,0,2.02,0,0,16,0,1.01,1.077809,0,0.161039,2.03,5,108,2,14,2,2,0,0,61,2.02,36,0.03543,0.026346,0.030032,2.02,2.26,7,2.14,5,5,2.02,0,3.03,0.118765,5.09,0.037192,0.255188,0.032228,7,14,0.070006,2.68,0.000768,0.036246
org.apache.lucene.index.CompoundFileWriter,1,0,0.02985,0,1.01,0.017242,0,1.02,0.045914,3.83464,0,0,0,0,0,7,0,1.01,1.274847,0,0,1.01,4,119,0,5,1,3,0,0,0,0,38,0.042421,0.04483,0.083014,1.01,0,6,2.05,6,6,0,0,1.02,0.211741,0,0.046177,0,0.087545,0,4,0.029554,2.12,0.045096,0
org.apache.lucene.index.ConcurrentMergeScheduler,4,0.130753,0.036735,1.01,2.04,0.239383,0.050428,2.02,0.088054,6.089487,0.036732,1.01,3.06,0,0,20,0,3.06,30.246241,0,0,3.06,5,157,0,19,2,3,0,1.01,111,0,47,0.0975,0.046518,0.384824,0,4.61,7,5.14,11,6,2.02,0.041667,1.01,0.662939,0,0,0,0.165659,0,10,0.038462,7.67,0.325009,0.095522
org.apache.lucene.index.CorruptIndexException,0,0,0.384318,0,0,0.008751,0,7.11,0,0.428222,0,0,0,0,0,1,0,0,0.113845,0,0,0,0,5,0,0,4,31,0,0,0,0,2,0,0,0,0,0,31,0,0,0,0,0,7.11,0.009959,0,0,0,0,0,0,0.389909,0,0,0
org.apache.lucene.index.DefaultSkipListReader,0,0,0,0,0,0.067326,0,0,0,1.990613,0,0,0,0,0,8,0,0,0.661606,0,0,0,2,60,0,7,2,1,0,0,0,0,15,0,0,0,0,0,3,0,7,7,0,0,0,0.104571,0,0,0,0,4,0,0,0,0.000083,0
org.apache.lucene.index.DefaultSkipListWriter,0,0,0.02985,0,0,0.076774,0,1.01,0,1.863106,0,0,0,0,0,4,0,0,0.820503,0,0,0,2,57,0,3,2,2,0,0,0,0,10,0,0,0.16752,0,0,4,0,11,11,0,0,1.01,0.199321,0,0,0,0,3,0,0.029554,1.02,0.010596,0
org.apache.lucene.index.DirectoryIndexReader,0,0.128443,0.037343,0,2.02,0.103048,0.19888,1.01,0.086429,4.489428,0,0,3.06,0,2,21,0,2.03,2.13965,0,0.284569,3.06,14,194,2,19,2,3,0,0,57,2.02,67,0.201581,0.291073,0.396613,2.02,3.69,16,4.31,10,7,3.03,0,2.02,0.550595,4.12,0.158443,0.845819,0.21355,61,8,0.173722,5.74,0.077495,0.202175
org.apache.lucene.index.DocConsumer,0,0,0,0,0,0.003778,0,0,0,1.166442,0,0,0,0,1,6,0,0,0.552126,0,0,0,3,7,0,5,1,3,0,0,10,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0.142249,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.DocConsumerPerThread,0,0,0,0,0,0.002768,0,0,0,0.644864,0,0,0,0,1,3,0,0,0.359571,0,0,0,1,4,0,2,1,5,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.DocFieldConsumer,0,0,0,0,0,0.00411,0,0,0,0.644864,0,0,0,0,3,7,0,0,0.359571,0,0,0,4,11,0,6,1,6,0,0,15,0,7,0,0,0,0,0,9,0,1,0,0,0,0,0.107477,0,0,0,0,0,0,0,0,0.004345,0
org.apache.lucene.index.DocFieldConsumerPerField,0,0,0,0,0,0.003118,0,0,0,1.166442,0,0,0,0,3,3,0,0,0.552126,0,0,0,1,4,0,2,1,10,0,0,1,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0.142249,0,0,0,0,0,0,0,0,0.004345,0
